TT,CCV1,DSP,DSPSP,MAT,PHT,OAD,RAT,PHV1,SAT,SCH,SFS,SupCFM,SupVFD1,SATSP,TT,OAH,OAT,OAWB,
06/21/2014 20:45,0,0,1.50,69.90,NULL,0,73.78,0,68.45,0,0,0,0,57.00,06/21/2014 20:45,90.34,70.54,68.50,
06/21/2014 21:00,0,0,1.50,70.03,75.67,0,73.76,0,68.46,0,0,0,0,57.00,06/21/2014 21:00,90.33,70.70,68.70,
06/21/2014 21:15,0,0,1.50,70.07,75.67,0,73.76,0,68.55,0,0,0,0,57.00,06/21/2014 21:15,90.32,70.75,68.70,
06/21/2014 21:30,0,0,1.50,70.07,75.67,0,73.72,100.00,68.66,0,0,0,0,57.00,06/21/2014 21:30,90.29,70.61,68.60,
06/21/2014 21:45,0,0,1.50,70.11,75.67,0,73.71,100.00,68.71,0,0,0,0,57.00,06/21/2014 21:45,90.30,70.49,68.40,
06/21/2014 22:00,0,0,1.50,70.14,75.67,0,73.69,0,68.76,0,0,0,0,57.00,06/21/2014 22:00,90.28,70.16,68.10,
06/21/2014 22:15,0,0,1.50,70.21,75.67,0,73.69,0,68.73,0,0,0,0,57.00,06/21/2014 22:15,90.28,69.91,67.90,
06/21/2014 22:30,0,0,1.50,70.17,75.67,0,73.68,0,68.78,0,0,0,0,57.00,06/21/2014 22:30,90.28,69.81,67.80,
06/21/2014 22:45,0,0,1.50,70.19,75.67,0,73.68,0,68.79,0,0,0,0,57.00,06/21/2014 22:45,90.27,69.72,67.70,
06/21/2014 23:00,0,0,1.50,70.18,75.67,0,73.68,NULL,68.81,0,0,0,0,57.00,06/21/2014 23:00,90.26,69.49,67.40,
06/21/2014 23:15,0,0,1.50,70.09,75.67,0,73.67,0,68.91,0,0,0,0,57.00,06/21/2014 23:15,90.27,69.29,67.22,
06/21/2014 23:30,0,0,1.50,70.07,75.67,0,73.69,NULL,68.92,0,0,0,0,57.00,06/21/2014 23:30,90.26,69.15,67.10,
06/21/2014 23:45,0,0,1.50,70.03,75.67,0,73.69,0,68.94,0,0,0,0,57.00,06/21/2014 23:45,90.26,69.02,67.00,
06/22/2014 00:00,0,0,1.50,69.94,75.67,0,73.63,0,68.97,0,0,0,0,57.00,06/22/2014 00:00,90.26,68.69,66.66,
06/22/2014 00:15,0,0,1.50,69.85,75.67,0,73.62,0,69.00,0,0,0,0,57.00,06/22/2014 00:15,90.26,68.65,66.63,
06/22/2014 00:30,0,0,1.50,69.75,75.67,0,73.60,0,69.03,0,0,0,0,57.00,06/22/2014 00:30,90.25,68.73,66.70,
06/22/2014 00:45,0,0,1.50,69.67,75.67,0,73.57,100.00,69.06,0,0,0,0,57.00,06/22/2014 00:45,90.25,68.65,66.62,
06/22/2014 01:00,0,0,1.50,69.62,75.67,0,73.60,100.00,69.07,0,0,0,0,57.00,06/22/2014 01:00,90.25,68.70,66.70,
06/22/2014 01:15,0,0,1.50,69.61,NULL,0,73.62,0,69.10,0,0,0,0,57.00,06/22/2014 01:15,90.25,68.66,66.63,
06/22/2014 01:30,0,0,1.50,69.61,75.67,0,73.61,0,69.09,0,0,0,0,57.00,06/22/2014 01:30,90.25,68.51,66.50,
06/22/2014 01:45,0,0,1.50,69.59,75.67,0,73.69,0,69.13,0,0,0,0,57.00,06/22/2014 01:45,90.24,68.32,66.31,
06/22/2014 02:00,0,0,1.50,69.52,75.67,0,73.69,0,69.15,0,0,0,0,57.00,06/22/2014 02:00,90.24,68.36,66.35,
06/22/2014 02:15,0,0,1.50,69.47,75.67,0,73.71,NULL,69.10,0,0,0,0,57.00,06/22/2014 02:15,90.25,68.64,66.61,
06/22/2014 02:30,0,0,1.50,69.48,75.67,0,73.69,0,69.13,0,0,0,0,57.00,06/22/2014 02:30,90.24,68.67,66.63,
06/22/2014 02:45,0,0,1.50,69.48,75.67,0,73.68,NULL,69.12,0,0,0,0,57.00,06/22/2014 02:45,90.24,68.38,66.37,
06/22/2014 03:00,0,0,1.50,69.43,75.67,0,73.69,0,69.14,0,0,0,0,57.00,06/22/2014 03:00,90.24,68.41,66.40,
06/22/2014 03:15,0,0,1.50,69.36,75.67,0,73.68,0,69.16,0,0,0,0,57.00,06/22/2014 03:15,90.24,68.49,66.48,
06/22/2014 03:30,0,0,1.50,69.32,75.67,0,73.70,0,69.17,0,0,0,0,57.00,06/22/2014 03:30,90.24,68.55,66.52,
06/22/2014 03:45,0,0,1.50,69.31,75.67,0,73.72,0,69.21,0,0,0,0,57.00,06/22/2014 03:45,90.25,68.55,66.53,
06/22/2014 04:00,0,0,1.50,69.29,75.67,0,73.71,100.00,69.21,0,0,0,0,57.00,06/22/2014 04:00,90.24,68.57,66.54,
06/22/2014 04:15,0,0,1.50,69.29,75.67,0,73.67,100.00,69.23,0,0,0,0,57.00,06/22/2014 04:15,90.24,68.48,66.46,
06/22/2014 04:30,0,0,1.50,69.23,75.67,0,73.69,0,69.25,0,0,0,0,57.00,06/22/2014 04:30,90.24,68.36,66.34,
06/22/2014 04:45,0,0,1.50,69.13,75.67,0,73.68,0,69.24,0,0,0,0,57.00,06/22/2014 04:45,90.24,68.19,66.20,
06/22/2014 05:00,0,0,1.50,69.02,75.67,0,73.64,0,69.21,0,0,0,0,57.00,06/22/2014 05:00,90.24,68.02,66.04,
06/22/2014 05:15,0,0,1.50,68.93,75.67,0,73.65,0,69.20,0,0,0,0,57.00,06/22/2014 05:15,90.23,67.91,65.93,
06/22/2014 05:30,0,0,1.50,68.82,75.67,0,73.68,NULL,69.16,0,0,0,0,57.00,06/22/2014 05:30,90.23,67.86,65.88,
06/22/2014 05:45,0,0,1.50,68.70,NULL,0,73.69,0,69.10,0,0,0,0,57.00,06/22/2014 05:45,90.23,67.68,65.70,
06/22/2014 06:00,0,0,1.50,68.61,75.67,0,73.70,NULL,69.07,0,0,0,0,57.00,06/22/2014 06:00,90.23,67.63,65.67,
06/22/2014 06:15,0,0,1.50,68.51,75.67,0,73.72,0,69.06,0,0,0,0,57.00,06/22/2014 06:15,90.23,67.64,65.68,
06/22/2014 06:30,0,0,1.50,68.38,75.67,0,73.72,0,68.99,0,0,0,0,57.00,06/22/2014 06:30,90.23,67.52,65.57,
06/22/2014 06:45,0,0,1.50,68.32,75.67,0,73.69,0,68.96,0,0,0,0,57.00,06/22/2014 06:45,90.23,67.65,65.69,
06/22/2014 07:00,0,0,1.50,68.27,75.67,0,73.69,0,68.94,0,0,0,0,57.00,06/22/2014 07:00,90.23,67.72,65.75,
06/22/2014 07:15,0,0,1.50,68.27,75.67,0,73.70,100.00,68.91,0,0,0,0,57.00,06/22/2014 07:15,90.23,67.85,65.88,
06/22/2014 07:30,0,0,1.50,68.27,75.67,0,73.72,100.00,68.90,0,0,0,0,57.00,06/22/2014 07:30,90.23,68.08,66.09,
06/22/2014 07:45,0,0,1.50,68.31,75.67,0,73.73,0,68.87,0,0,0,0,57.00,06/22/2014 07:45,90.23,68.44,66.42,
06/22/2014 08:00,0,0,1.50,68.32,75.67,0,73.74,0,68.86,0,0,0,0,57.00,06/22/2014 08:00,90.24,68.84,66.80,
06/22/2014 08:15,0,0,1.50,68.36,75.67,0,73.73,0,68.86,0,0,0,0,57.00,06/22/2014 08:15,90.26,69.70,67.70,
06/22/2014 08:30,0,0,1.50,68.36,75.67,0,73.75,0,68.88,0,0,0,0,57.00,06/22/2014 08:30,90.29,70.80,68.70,
06/22/2014 08:45,0,0,1.50,68.40,75.67,0,73.77,NULL,68.87,0,0,0,0,57.00,06/22/2014 08:45,90.30,72.00,69.92,
06/22/2014 09:00,0,0,1.50,68.48,75.67,0,73.84,0,68.90,0,0,0,0,57.00,06/22/2014 09:00,90.30,72.99,70.83,
06/22/2014 09:15,0,0,1.50,68.54,75.67,0,73.87,NULL,68.95,0,0,0,0,57.00,06/22/2014 09:15,90.30,73.27,71.10,
06/22/2014 09:30,0,0,1.50,68.67,75.67,0,73.90,0,68.94,0,0,0,0,57.00,06/22/2014 09:30,90.29,73.36,71.20,
06/22/2014 09:45,0,0,1.50,68.78,75.67,0,73.88,0,68.99,0,0,0,0,57.00,06/22/2014 09:45,90.30,74.11,72.00,
06/22/2014 10:00,0,0,1.50,68.89,75.67,0,73.81,0,69.06,0,0,0,0,57.00,06/22/2014 10:00,90.31,74.73,72.60,
06/22/2014 10:15,0,0,1.50,69.04,NULL,0,73.91,0,69.08,0,0,0,0,57.00,06/22/2014 10:15,90.31,74.78,72.60,
06/22/2014 10:30,0,0,1.50,69.12,75.67,0,73.99,100.00,69.13,0,0,0,0,57.00,06/22/2014 10:30,90.32,76.20,74.00,
06/22/2014 10:45,0,0,1.50,69.28,75.67,0,74.02,100.00,69.17,0,0,0,0,57.00,06/22/2014 10:45,90.32,76.56,74.32,
06/22/2014 11:00,0,0,1.50,69.42,75.67,0,74.07,0,69.22,0,0,0,0,57.00,06/22/2014 11:00,90.33,77.09,74.80,
06/22/2014 11:15,0,0,1.50,69.56,75.67,0,74.08,0,69.29,0,0,0,0,57.00,06/22/2014 11:15,90.33,77.58,75.30,
06/22/2014 11:30,0,0,1.50,69.60,75.67,0,73.93,0,69.37,0,0,0,0,57.00,06/22/2014 11:30,90.33,78.26,76.00,
06/22/2014 11:45,0,0,1.50,69.76,75.67,0,73.99,0,69.42,0,0,0,0,57.00,06/22/2014 11:45,90.32,78.56,76.30,
06/22/2014 12:00,0,0,1.50,69.77,75.67,0,74.07,NULL,69.53,0,0,0,0,57.00,06/22/2014 12:00,89.67,79.17,76.70,
06/22/2014 12:15,0,0,1.50,69.81,75.67,0,74.03,0,69.57,0,0,0,0,57.00,06/22/2014 12:15,88.82,79.91,77.30,
06/22/2014 12:30,0,0,1.50,69.82,75.67,0,74.05,NULL,69.69,0,0,0,0,57.00,06/22/2014 12:30,86.71,80.76,77.50,
06/22/2014 12:45,0,0,1.50,69.82,75.67,0,74.07,0,69.72,0,0,0,0,57.00,06/22/2014 12:45,84.15,81.44,77.55,
06/22/2014 13:00,0,0,1.50,69.82,75.67,0,74.08,0,69.74,0,0,0,0,57.00,06/22/2014 13:00,84.01,81.97,78.00,
06/22/2014 13:15,0,0,1.50,69.90,75.67,0,74.17,0,69.75,0,0,0,0,57.00,06/22/2014 13:15,82.92,82.48,78.20,
06/22/2014 13:30,0,0,1.50,69.91,75.67,0,74.18,0,69.77,0,0,0,0,57.00,06/22/2014 13:30,80.13,83.16,78.10,
06/22/2014 13:45,0,0,1.50,69.91,75.67,0,74.23,100.00,69.80,0,0,0,0,57.00,06/22/2014 13:45,78.27,83.54,78.00,
06/22/2014 14:00,0,0,1.50,69.90,75.67,0,74.37,100.00,69.82,0,0,0,0,57.00,06/22/2014 14:00,77.02,83.50,77.60,
06/22/2014 14:15,0,0,1.50,69.89,75.67,0,74.49,0,69.83,0,0,0,0,57.00,06/22/2014 14:15,73.33,83.73,76.80,
06/22/2014 14:30,0,0,1.50,69.80,75.67,0,74.52,0,69.91,0,0,0,0,57.00,06/22/2014 14:30,74.42,84.21,77.60,
06/22/2014 14:45,0,0,1.50,69.87,NULL,0,74.51,0,69.87,0,0,0,0,57.00,06/22/2014 14:45,74.82,84.45,77.90,
06/22/2014 15:00,0,0,1.50,70.00,75.67,0,74.58,0,69.94,0,0,0,0,57.00,06/22/2014 15:00,74.23,84.69,77.90,
06/22/2014 15:15,0,0,1.50,70.08,75.67,0,74.57,NULL,70.00,0,0,0,0,57.00,06/22/2014 15:15,73.74,84.81,77.90,
06/22/2014 15:30,0,0,1.50,70.15,75.67,0,74.55,0,70.02,0,0,0,0,57.00,06/22/2014 15:30,73.44,84.58,77.60,
06/22/2014 15:45,0,0,1.50,70.21,75.67,0,74.61,NULL,70.04,0,0,0,0,57.00,06/22/2014 15:45,74.39,84.65,77.90,
06/22/2014 16:00,0,0,1.50,70.22,75.67,0,74.59,0,70.09,0,0,0,0,57.00,06/22/2014 16:00,71.79,84.79,77.30,
06/22/2014 16:15,0,0,1.50,70.23,75.67,0,74.61,0,70.13,0,0,0,0,57.00,06/22/2014 16:15,71.31,84.94,77.30,
06/22/2014 16:30,0,0,1.50,70.22,75.67,0,74.61,0,70.14,0,0,0,0,57.00,06/22/2014 16:30,71.74,85.32,77.80,
06/22/2014 16:45,0,0,1.50,70.23,75.67,0,74.67,0,70.19,0,0,0,0,57.00,06/22/2014 16:45,70.15,86.03,78.00,
06/22/2014 17:00,0,0,1.50,70.26,75.67,0,74.68,100.00,70.19,0,0,0,0,57.00,06/22/2014 17:00,63.24,89.36,78.81,
06/22/2014 17:15,0,0,1.50,70.26,75.67,0,74.66,100.00,70.24,0,0,0,0,57.00,06/22/2014 17:15,58.74,92.57,80.16,
06/22/2014 17:30,0,0,1.50,70.22,75.67,0,74.72,0,70.25,0,0,0,0,57.00,06/22/2014 17:30,59.75,92.05,80.06,
06/22/2014 17:45,0,0,1.50,70.21,75.67,0,74.75,0,70.26,0,0,0,0,57.00,06/22/2014 17:45,60.45,91.47,79.80,
06/22/2014 18:00,0,0,1.50,70.21,75.67,0,74.70,0,70.28,0,0,0,0,57.00,06/22/2014 18:00,63.95,88.47,78.30,
06/22/2014 18:15,0,0,1.50,70.20,75.67,0,74.76,0,70.27,0,0,0,0,57.00,06/22/2014 18:15,67.67,85.72,77.00,
06/22/2014 18:30,0,0,1.50,70.18,75.67,0,74.80,NULL,70.28,0,0,0,0,57.00,06/22/2014 18:30,70.84,83.81,76.20,
06/22/2014 18:45,0,0,1.50,70.18,75.67,0,74.83,0,70.28,0,0,0,0,57.00,06/22/2014 18:45,72.64,82.67,75.60,
06/22/2014 19:00,0,0,1.50,70.17,75.67,0,74.89,NULL,70.29,0,0,0,0,57.00,06/22/2014 19:00,74.44,81.83,75.38,
06/22/2014 19:15,0,0,1.50,70.20,NULL,0,74.88,0,70.29,0,0,0,0,57.00,06/22/2014 19:15,75.43,81.27,75.10,
06/22/2014 19:30,0,0,1.50,70.22,75.67,0,74.84,0,70.30,0,0,0,0,57.00,06/22/2014 19:30,76.03,80.56,74.60,
06/22/2014 19:45,0,0,1.50,70.24,75.67,0,74.84,0,70.30,0,0,0,0,57.00,06/22/2014 19:45,76.73,79.95,74.20,
06/22/2014 20:00,0,0,1.50,70.21,75.67,0,74.84,0,70.30,0,0,0,0,57.00,06/22/2014 20:00,77.41,79.32,73.80,
06/22/2014 20:15,0,0,1.50,70.18,75.67,0,74.85,100.00,70.31,0,0,0,0,57.00,06/22/2014 20:15,79.10,78.72,73.70,
06/22/2014 20:30,0,0,1.50,70.14,75.67,0,74.85,100.00,70.30,0,0,0,0,57.00,06/22/2014 20:30,79.69,78.12,73.30,
06/22/2014 20:45,0,0,1.50,70.09,75.67,0,74.83,0,70.28,0,0,0,0,57.00,06/22/2014 20:45,79.92,77.50,72.70,
06/22/2014 21:00,0,0,1.50,70.02,75.67,0,74.81,0,70.27,0,0,0,0,57.00,06/22/2014 21:00,80.48,76.91,72.33,
06/22/2014 21:15,0,0,1.50,69.91,75.67,0,74.78,0,70.22,0,0,0,0,57.00,06/22/2014 21:15,80.72,76.39,71.90,
06/22/2014 21:30,0,0,1.50,69.81,75.67,0,74.75,0,70.18,0,0,0,0,57.00,06/22/2014 21:30,80.71,75.76,71.30,
06/22/2014 21:45,0,0,1.50,69.65,75.67,0,74.69,NULL,70.13,0,0,0,0,57.00,06/22/2014 21:45,80.98,74.87,70.50,
06/22/2014 22:00,0,0,1.50,69.43,75.67,0,74.66,0,70.04,0,0,0,0,57.00,06/22/2014 22:00,81.07,74.31,70.02,
06/22/2014 22:15,0,0,1.50,69.21,75.67,0,74.62,NULL,69.98,0,0,0,0,57.00,06/22/2014 22:15,81.26,73.26,69.07,
06/22/2014 22:30,0,0,1.50,68.86,75.67,0,74.54,0,69.81,0,0,0,0,57.00,06/22/2014 22:30,81.65,72.63,68.60,
06/22/2014 22:45,0,0,1.50,68.67,75.67,0,74.47,0,69.70,0,0,0,0,57.00,06/22/2014 22:45,81.95,72.58,68.59,
06/22/2014 23:00,0,0,1.50,68.60,75.67,0,74.47,0,69.65,0,0,0,0,57.00,06/22/2014 23:00,82.04,72.49,68.50,
06/22/2014 23:15,0,0,1.50,68.54,75.67,0,74.49,0,69.58,0,0,0,0,57.00,06/22/2014 23:15,82.39,72.44,68.56,
06/22/2014 23:30,0,0,1.50,68.51,75.67,0,74.48,100.00,69.51,0,0,0,0,57.00,06/22/2014 23:30,82.57,72.11,68.30,
06/22/2014 23:45,0,0,1.50,68.48,NULL,0,74.45,100.00,69.45,0,0,0,0,57.00,06/22/2014 23:45,82.94,72.00,68.30,
06/23/2014 00:00,0,0,1.50,68.51,75.67,0,74.43,0,69.39,0,0,0,0,57.00,06/23/2014 00:00,83.10,71.92,68.22,
06/23/2014 00:15,0,0,1.50,68.52,75.67,0,74.45,0,69.36,0,0,0,0,57.00,06/23/2014 00:15,83.28,71.90,68.20,
06/23/2014 00:30,0,0,1.50,68.55,75.67,0,74.42,0,69.30,0,0,0,0,57.00,06/23/2014 00:30,83.47,71.81,68.20,
06/23/2014 00:45,0,0,1.50,68.56,75.67,0,74.43,0,69.27,0,0,0,0,57.00,06/23/2014 00:45,83.42,71.67,68.03,
06/23/2014 01:00,0,0,1.50,68.54,75.67,0,74.42,NULL,69.24,0,0,0,0,57.00,06/23/2014 01:00,83.78,71.55,68.00,
06/23/2014 01:15,0,0,1.50,68.54,75.67,0,74.40,0,69.19,0,0,0,0,57.00,06/23/2014 01:15,83.79,71.38,67.83,
06/23/2014 01:30,0,0,1.50,68.51,75.67,0,74.39,NULL,69.14,0,0,0,0,57.00,06/23/2014 01:30,84.02,71.26,67.80,
06/23/2014 01:45,0,0,1.50,68.51,75.67,0,74.39,0,69.13,0,0,0,0,57.00,06/23/2014 01:45,84.18,71.37,67.90,
06/23/2014 02:00,0,0,1.50,68.55,75.67,0,74.41,0,69.11,0,0,0,0,57.00,06/23/2014 02:00,84.18,71.53,68.10,
06/23/2014 02:15,0,0,1.50,68.62,75.67,0,74.45,0,69.11,0,0,0,0,57.00,06/23/2014 02:15,84.54,71.52,68.20,
06/23/2014 02:30,0,0,1.50,68.67,75.67,0,74.47,0,69.11,0,0,0,0,57.00,06/23/2014 02:30,84.67,71.59,68.20,
06/23/2014 02:45,0,0,1.50,68.74,75.67,0,74.47,100.00,69.10,0,0,0,0,57.00,06/23/2014 02:45,84.71,71.67,68.30,
06/23/2014 03:00,0,0,1.50,68.82,75.67,0,74.48,100.00,69.12,0,0,0,0,57.00,06/23/2014 03:00,84.77,71.66,68.33,
06/23/2014 03:15,0,0,1.50,68.88,75.67,0,74.49,0,69.11,0,0,0,0,57.00,06/23/2014 03:15,85.17,71.59,68.34,
06/23/2014 03:30,0,0,1.50,69.00,75.67,0,74.50,0,69.12,0,0,0,0,57.00,06/23/2014 03:30,85.95,71.31,68.30,
06/23/2014 03:45,0,0,1.50,69.15,75.67,0,74.52,0,69.17,0,0,0,0,57.00,06/23/2014 03:45,86.69,71.00,68.20,
06/23/2014 04:00,0,0,1.50,69.28,75.67,0,74.54,0,69.18,0,0,0,0,57.00,06/23/2014 04:00,87.07,70.75,68.00,
06/23/2014 04:15,0,0,1.50,69.33,NULL,0,74.53,NULL,69.20,0,0,0,0,57.00,06/23/2014 04:15,87.45,70.59,67.90,
06/23/2014 04:30,0,0,1.50,69.37,75.67,0,74.53,0,69.25,0,0,0,0,57.00,06/23/2014 04:30,87.49,70.59,67.90,
06/23/2014 04:45,0,0,1.50,69.39,75.67,0,74.54,NULL,69.28,0,0,0,0,57.00,06/23/2014 04:45,87.61,70.62,68.00,
06/23/2014 05:00,0,0,1.50,69.43,75.67,0,74.55,0,69.32,0,0,0,0,57.00,06/23/2014 05:00,87.97,70.69,68.10,
06/23/2014 05:15,0,0,1.50,69.47,75.67,0,74.47,0,69.16,0,0,0,0,57.00,06/23/2014 05:15,88.02,70.66,68.10,
06/23/2014 05:30,0,0,1.50,69.54,75.67,0,74.39,0,69.14,0,0,0,0,57.00,06/23/2014 05:30,88.18,70.59,68.06,
06/23/2014 05:45,100.00,0.64,1.50,68.35,75.67,100.00,77.13,0,70.74,1,1,34153.80,93.66,57.00,06/23/2014 05:45,88.73,70.46,68.10,
06/23/2014 06:00,100.00,0.73,1.50,68.62,75.67,100.00,76.52,100.00,59.99,1,1,35766.44,99.99,57.00,06/23/2014 06:00,89.15,70.52,68.22,
06/23/2014 06:15,100.00,0.72,1.50,68.66,75.67,100.00,75.86,100.00,61.34,1,1,35984.20,99.99,57.00,06/23/2014 06:15,90.18,70.62,68.59,
06/23/2014 06:30,100.00,0.78,1.50,68.48,75.67,100.00,75.68,0,61.88,1,1,35719.19,99.99,57.00,06/23/2014 06:30,90.18,70.42,68.40,
06/23/2014 06:45,100.00,0.95,1.50,68.46,75.67,100.00,75.54,0,61.38,1,1,35172.22,99.99,57.00,06/23/2014 06:45,90.17,70.28,68.19,
06/23/2014 07:00,100.00,1.26,1.50,68.57,75.67,100.00,75.46,0,61.17,1,1,34300.26,99.99,57.00,06/23/2014 07:00,90.18,70.31,68.29,
06/23/2014 07:15,100.00,1.77,1.50,68.82,75.67,100.00,75.41,0,59.86,1,1,29385.95,91.72,57.00,06/23/2014 07:15,90.17,70.48,68.39,
06/23/2014 07:30,100.00,1.81,1.50,69.04,75.67,100.00,75.32,NULL,57.63,1,1,23230.31,79.51,57.00,06/23/2014 07:30,90.19,70.82,68.77,
06/23/2014 07:45,79.25,1.81,1.50,68.97,75.67,100.00,75.29,0,54.77,1,1,16847.63,68.02,57.00,06/23/2014 07:45,90.18,70.91,68.85,
06/23/2014 08:00,41.02,1.68,1.50,68.99,75.67,0,75.28,NULL,54.19,1,1,12867.62,60.22,57.00,06/23/2014 08:00,90.17,70.82,68.76,
06/23/2014 08:15,24.93,1.58,1.50,72.05,75.67,0,74.59,0,56.02,1,1,11539.98,55.52,57.00,06/23/2014 08:15,90.19,70.92,68.86,
06/23/2014 08:30,27.03,1.52,1.50,72.46,75.67,0,74.78,0,57.27,1,1,10948.87,53.93,57.00,06/23/2014 08:30,90.19,71.11,69.05,
06/23/2014 08:45,25.43,1.53,1.50,72.80,NULL,0,74.95,0,56.80,1,1,9884.50,52.69,57.00,06/23/2014 08:45,90.19,71.39,69.29,
06/23/2014 09:00,20.85,1.52,1.50,73.00,75.67,0,75.06,0,56.59,1,1,9450.93,51.95,57.00,06/23/2014 09:00,90.19,71.67,69.55,
06/23/2014 09:15,21.71,1.50,1.50,73.12,75.67,0,75.15,100.00,57.00,1,1,9076.30,51.40,57.00,06/23/2014 09:15,89.76,72.07,69.83,
06/23/2014 09:30,22.64,1.50,1.50,73.22,75.67,0,75.23,100.00,57.00,1,1,8769.48,50.94,57.00,06/23/2014 09:30,89.36,72.09,69.78,
06/23/2014 09:45,22.19,1.51,1.50,73.23,75.67,0,75.28,0,56.99,1,1,8358.78,50.08,57.00,06/23/2014 09:45,89.90,71.47,69.29,
06/23/2014 10:00,25.10,1.52,1.50,73.11,75.67,0,75.47,0,57.24,1,1,8244.26,49.20,57.00,06/23/2014 10:00,90.19,71.27,69.19,
06/23/2014 10:15,29.69,1.50,1.50,73.17,75.67,0,75.60,0,57.38,1,1,8335.97,49.07,57.00,06/23/2014 10:15,90.20,71.47,69.38,
06/23/2014 10:30,24.04,1.49,1.50,73.21,75.67,0,75.57,0,56.90,1,1,8233.78,48.84,57.00,06/23/2014 10:30,90.21,72.31,70.19,
06/23/2014 10:45,24.38,1.50,1.50,73.32,75.67,0,75.58,NULL,57.19,1,1,8368.09,48.96,57.00,06/23/2014 10:45,90.23,73.56,71.40,
06/23/2014 11:00,28.68,1.50,1.50,73.44,75.67,0,75.62,0,57.37,1,1,8139.92,49.00,57.00,06/23/2014 11:00,90.25,74.90,72.77,
06/23/2014 11:15,22.46,1.46,1.50,73.44,75.67,0,75.61,NULL,55.98,1,1,8183.08,49.84,57.00,06/23/2014 11:15,90.25,75.13,72.98,
06/23/2014 11:30,24.57,1.51,1.50,73.60,75.67,0,75.68,0,56.95,1,1,8103.64,49.00,57.00,06/23/2014 11:30,90.26,75.61,73.42,
06/23/2014 11:45,24.51,1.48,1.50,73.75,75.67,0,75.71,0,56.92,1,1,8642.80,49.42,57.00,06/23/2014 11:45,90.26,76.08,73.84,
06/23/2014 12:00,24.75,1.50,1.50,73.66,75.67,0,75.61,0,56.93,1,1,8240.16,49.16,57.00,06/23/2014 12:00,90.27,76.44,74.19,
06/23/2014 12:15,24.18,1.50,1.50,73.75,75.67,0,75.70,0,56.92,1,1,8215.59,49.06,57.00,06/23/2014 12:15,90.27,76.24,74.00,
06/23/2014 12:30,24.89,1.51,1.50,73.69,75.67,0,75.64,100.00,57.01,1,1,8157.29,49.02,57.00,06/23/2014 12:30,90.26,76.34,74.10,
06/23/2014 12:45,24.78,1.50,1.50,73.71,75.67,0,75.58,100.00,56.92,1,1,8147.82,49.07,57.00,06/23/2014 12:45,90.27,76.68,74.39,
06/23/2014 13:00,26.56,1.50,1.50,73.75,75.67,0,75.59,0,57.12,1,1,8508.57,49.14,57.00,06/23/2014 13:00,90.27,76.94,74.70,
06/23/2014 13:15,25.11,1.45,1.50,73.65,NULL,0,75.48,0,56.91,1,1,9500.05,50.23,57.00,06/23/2014 13:15,90.28,77.54,75.29,
06/23/2014 13:30,25.68,1.48,1.50,73.69,75.67,0,75.43,0,56.98,1,1,9033.73,50.37,57.00,06/23/2014 13:30,90.30,78.49,76.19,
06/23/2014 13:45,27.15,1.51,1.50,73.70,75.67,0,75.36,0,57.09,1,1,8927.99,50.27,57.00,06/23/2014 13:45,90.32,80.18,77.85,
06/23/2014 14:00,22.90,1.51,1.50,73.75,75.67,0,75.38,NULL,56.21,1,1,9086.90,50.59,57.00,06/23/2014 14:00,88.70,81.18,78.39,
06/23/2014 14:15,22.09,1.46,1.50,73.70,75.67,0,75.36,0,56.79,1,1,9386.34,50.86,57.00,06/23/2014 14:15,87.17,81.36,78.19,
06/23/2014 14:30,23.67,1.48,1.50,73.90,75.67,0,75.34,NULL,57.08,1,1,9604.46,50.95,57.00,06/23/2014 14:30,84.16,81.57,77.68,
06/23/2014 14:45,25.57,1.47,1.50,73.93,75.67,0,75.37,0,57.08,1,1,10247.22,51.25,57.00,06/23/2014 14:45,84.78,81.84,78.10,
06/23/2014 15:00,26.71,1.50,1.50,73.84,75.67,0,75.35,0,57.03,1,1,9519.25,50.76,57.00,06/23/2014 15:00,84.13,81.39,77.49,
06/23/2014 15:15,24.10,1.49,1.50,73.91,75.67,0,75.35,0,56.41,1,1,9556.98,51.00,57.00,06/23/2014 15:15,83.64,81.65,77.59,
06/23/2014 15:30,22.02,1.49,1.50,73.94,75.67,0,75.38,0,56.73,1,1,9768.60,51.09,57.00,06/23/2014 15:30,81.98,81.74,77.29,
06/23/2014 15:45,26.04,1.49,1.50,73.99,75.67,0,75.34,100.00,57.19,1,1,10059.05,51.50,57.00,06/23/2014 15:45,82.16,82.47,77.99,
06/23/2014 16:00,30.26,1.49,1.50,74.05,75.67,0,75.31,100.00,57.25,1,1,10439.69,51.72,57.00,06/23/2014 16:00,79.17,83.11,77.83,
06/23/2014 16:15,24.26,1.50,1.50,74.12,75.67,0,75.29,0,56.84,1,1,10312.39,51.86,57.00,06/23/2014 16:15,79.29,83.33,78.09,
06/23/2014 16:30,25.84,1.49,1.50,74.29,75.67,0,75.29,0,57.08,1,1,10647.38,52.10,57.00,06/23/2014 16:30,78.71,84.23,78.78,
06/23/2014 16:45,30.00,1.49,1.50,74.39,75.67,0,75.26,0,57.29,1,1,10986.78,52.41,57.00,06/23/2014 16:45,75.84,85.23,78.90,
06/23/2014 17:00,30.00,1.49,1.50,74.39,75.67,0,75.26,0,57.29,1,1,10986.78,52.41,NULL,06/23/2014 17:00,75.84,85.23,78.90,
