TT,CCV1,DSP,DSPSP,MAT,OAD,RAT,PHV1,SAT,SATSP,SCH,SFS,SupCFM,
03/10/2014 17:45,0,NULL,NULL,66.84,0,73.74,0,72.30,NULL,0,0,NULL,
03/10/2014 18:00,0,NULL,NULL,65.97,0,73.32,0,72.01,NULL,0,0,NULL,
03/10/2014 18:15,0,NULL,NULL,65.49,0,72.74,0,71.64,NULL,0,0,NULL,
03/10/2014 18:30,0,NULL,NULL,65.12,0,72.30,0,71.23,NULL,0,0,NULL,
03/10/2014 18:45,0,NULL,NULL,64.69,0,72.36,0,70.81,NULL,0,0,NULL,
03/10/2014 19:00,0,NULL,NULL,64.18,0,72.32,0,70.42,NULL,0,0,NULL,
03/10/2014 19:15,0,NULL,NULL,63.72,0,72.25,0,70.01,NULL,0,0,NULL,
03/10/2014 19:30,0,NULL,NULL,63.35,0,72.19,0,69.60,NULL,0,0,NULL,
03/10/2014 19:45,0,NULL,NULL,63.11,0,71.94,0,69.22,NULL,0,0,NULL,
03/10/2014 20:00,0,NULL,NULL,62.85,0,71.88,0,68.82,NULL,0,0,NULL,
03/10/2014 20:15,0,NULL,NULL,62.65,0,71.78,0,68.52,NULL,0,0,NULL,
03/10/2014 20:30,0,NULL,NULL,62.52,0,71.38,0,68.18,NULL,0,0,NULL,
03/10/2014 20:45,0,NULL,NULL,62.59,0,71.34,0,67.93,NULL,0,0,NULL,
03/10/2014 21:00,0,NULL,NULL,62.50,0,71.43,0,67.68,NULL,0,0,NULL,
03/10/2014 21:15,0,NULL,NULL,62.33,0,71.86,0,67.50,NULL,0,0,NULL,
03/10/2014 21:30,0,NULL,NULL,62.08,0,71.85,0,67.26,NULL,0,0,NULL,
03/10/2014 21:45,0,NULL,NULL,61.77,0,71.46,0,67.00,NULL,0,0,NULL,
03/10/2014 22:00,0,NULL,NULL,61.71,0,71.22,0,66.80,NULL,0,0,NULL,
03/10/2014 22:15,0,NULL,NULL,62.40,0,72.63,0,66.95,NULL,0,0,NULL,
03/10/2014 22:30,0,NULL,NULL,62.47,0,73.16,0,66.87,NULL,0,0,NULL,
03/10/2014 22:45,0,NULL,NULL,62.51,0,73.54,0,66.86,NULL,0,0,NULL,
03/10/2014 23:00,0,NULL,NULL,62.57,0,73.53,0,66.83,NULL,0,0,NULL,
03/10/2014 23:15,0,NULL,NULL,62.67,0,73.96,0,66.93,NULL,0,0,NULL,
03/10/2014 23:30,0,NULL,NULL,62.52,0,74.09,0,66.88,NULL,0,0,NULL,
03/10/2014 23:45,0,NULL,NULL,62.60,0,73.95,0,66.80,NULL,0,0,NULL,
03/11/2014 00:00,0,NULL,NULL,62.55,0,74.08,0,66.84,NULL,0,0,NULL,
03/11/2014 00:15,0,NULL,NULL,62.47,0,74.06,0,66.74,NULL,0,0,NULL,
03/11/2014 00:30,0,NULL,NULL,62.47,0,74.11,0,66.79,NULL,0,0,NULL,
03/11/2014 00:45,0,NULL,NULL,62.09,0,74.47,0,66.67,NULL,0,0,NULL,
03/11/2014 01:00,0,NULL,NULL,61.91,0,74.48,0,66.67,NULL,0,0,NULL,
03/11/2014 01:15,0,NULL,NULL,61.80,0,74.42,0,66.64,NULL,0,0,NULL,
03/11/2014 01:30,0,NULL,NULL,61.71,0,74.35,0,66.56,NULL,0,0,NULL,
03/11/2014 01:45,0,NULL,NULL,61.57,0,74.51,0,66.48,NULL,0,0,NULL,
03/11/2014 02:00,0,NULL,NULL,61.58,0,74.24,0,66.46,NULL,0,0,NULL,
03/11/2014 02:15,0,NULL,NULL,61.46,0,74.17,0,66.37,NULL,0,0,NULL,
03/11/2014 02:30,0,NULL,NULL,61.44,0,73.92,0,66.32,NULL,0,0,NULL,
03/11/2014 02:45,0,NULL,NULL,61.31,0,73.94,0,66.26,NULL,0,0,NULL,
03/11/2014 03:00,0,NULL,NULL,61.20,0,73.64,0,66.14,NULL,0,0,NULL,
03/11/2014 03:15,0,NULL,NULL,61.03,0,73.71,0,66.11,NULL,0,0,NULL,
03/11/2014 03:30,0,NULL,NULL,60.95,0,73.61,0,66.02,NULL,0,0,NULL,
03/11/2014 03:45,0,NULL,NULL,60.84,0,73.43,0,65.93,NULL,0,0,NULL,
03/11/2014 04:00,0,NULL,NULL,60.64,0,73.16,0,65.80,NULL,0,0,NULL,
03/11/2014 04:15,0,NULL,NULL,60.44,0,73.04,0,65.67,NULL,0,0,NULL,
03/11/2014 04:30,0,NULL,NULL,60.35,0,72.85,0,65.58,NULL,0,0,NULL,
03/11/2014 04:45,0,NULL,NULL,60.30,0,72.82,0,65.55,NULL,0,0,NULL,
03/11/2014 05:00,0,NULL,NULL,60.15,0,72.57,0,65.42,NULL,0,0,NULL,
03/11/2014 05:15,0,NULL,NULL,68.39,0,72.61,0,74.75,NULL,1,1,NULL,
03/11/2014 05:30,0,NULL,NULL,68.70,0,73.26,0,75.80,NULL,1,1,NULL,
03/11/2014 05:45,0,NULL,NULL,68.72,0,73.43,4.36,73.95,NULL,1,1,NULL,
03/11/2014 06:00,0,NULL,NULL,68.69,0,73.53,6.41,73.43,NULL,1,1,NULL,
03/11/2014 06:15,0,NULL,NULL,68.45,0,73.57,11.69,72.64,NULL,1,1,NULL,
03/11/2014 06:30,0,NULL,NULL,68.43,0,73.65,0,75.35,NULL,1,1,NULL,
03/11/2014 06:45,0,NULL,NULL,68.55,0,73.72,0,75.15,NULL,1,1,NULL,
03/11/2014 07:00,0,NULL,NULL,68.43,0,73.73,8.87,73.20,NULL,1,1,NULL,
03/11/2014 07:15,0,NULL,NULL,68.53,0,73.96,3.60,74.34,NULL,1,1,NULL,
03/11/2014 07:30,0,NULL,NULL,69.20,0,73.90,0.52,74.83,NULL,1,1,NULL,
03/11/2014 07:45,0,NULL,NULL,69.00,0,73.78,6.81,73.70,NULL,1,1,NULL,
03/11/2014 08:00,0,NULL,NULL,69.19,0,73.78,9.69,72.66,NULL,1,1,NULL,
03/11/2014 08:15,0,NULL,NULL,69.18,0,73.76,5.50,73.25,NULL,1,1,NULL,
03/11/2014 08:30,0,NULL,NULL,69.30,0,73.75,0,74.71,NULL,1,1,NULL,
03/11/2014 08:45,0,NULL,NULL,69.45,0,73.85,7.22,73.24,NULL,1,1,NULL,
03/11/2014 09:00,0,NULL,NULL,69.65,0,73.89,3.90,73.58,NULL,1,1,NULL,
03/11/2014 09:15,0,NULL,NULL,69.97,0,74.30,6.94,72.75,NULL,1,1,NULL,
03/11/2014 09:30,0,NULL,NULL,69.95,0,74.80,6.86,72.79,NULL,1,1,NULL,
03/11/2014 09:45,0,NULL,NULL,69.96,0,74.14,8.50,72.60,NULL,1,1,NULL,
03/11/2014 10:00,0,NULL,NULL,69.99,0,74.80,5.14,73.80,NULL,1,1,NULL,
03/11/2014 10:15,0,NULL,NULL,69.96,0,74.70,4.71,73.29,NULL,1,1,NULL,
03/11/2014 10:30,0,NULL,NULL,70.16,0,74.13,3.89,73.29,NULL,1,1,NULL,
03/11/2014 10:45,0,NULL,NULL,70.12,0,74.31,0.97,74.24,NULL,1,1,NULL,
03/11/2014 11:00,0,NULL,NULL,70.15,0,74.48,7.38,72.59,NULL,1,1,NULL,
03/11/2014 11:15,0,NULL,NULL,70.42,0,74.52,7.39,72.64,NULL,1,1,NULL,
03/11/2014 11:30,0,NULL,NULL,70.42,0,74.69,7.13,72.59,NULL,1,1,NULL,
03/11/2014 11:45,0,NULL,NULL,70.42,0,74.69,7.13,72.59,NULL,1,1,NULL,
03/11/2014 12:00,0,NULL,NULL,70.27,0,74.60,3.60,73.65,NULL,1,1,NULL,
03/11/2014 12:15,0,NULL,NULL,70.27,0,74.60,3.60,73.65,NULL,1,1,NULL,
03/11/2014 12:30,0,NULL,NULL,70.14,0,74.52,4.82,73.23,NULL,1,1,NULL,
03/11/2014 12:45,0,NULL,NULL,70.25,0,74.45,4.32,73.26,NULL,1,1,NULL,
03/11/2014 13:00,0,NULL,NULL,69.90,0,74.43,6.36,72.92,NULL,1,1,NULL,
03/11/2014 13:15,0,NULL,NULL,69.82,0,74.38,8.99,72.51,NULL,1,1,NULL,
03/11/2014 13:30,0,NULL,NULL,69.67,0,74.33,0.41,74.27,NULL,1,1,NULL,
03/11/2014 13:45,0,NULL,NULL,69.62,0,74.34,7.55,72.70,NULL,1,1,NULL,
03/11/2014 14:00,0,NULL,NULL,69.51,0,74.19,0,74.79,NULL,1,1,NULL,
03/11/2014 14:15,0,NULL,NULL,69.54,0,74.18,8.73,72.64,NULL,1,1,NULL,
03/11/2014 14:30,0,NULL,NULL,69.13,0,74.11,3.82,73.51,NULL,1,1,NULL,
03/11/2014 14:45,0,NULL,NULL,69.31,0,74.06,0,74.72,NULL,1,1,NULL,
03/11/2014 15:00,0,NULL,NULL,69.50,0,74.15,2.42,74.49,NULL,1,1,NULL,
03/11/2014 15:15,0,NULL,NULL,69.37,0,74.07,9.34,72.74,NULL,1,1,NULL,
03/11/2014 15:30,0,NULL,NULL,69.60,0,74.00,3.78,73.71,NULL,1,1,NULL,
03/11/2014 15:45,0,NULL,NULL,69.49,0,73.99,0,74.86,NULL,1,1,NULL,
03/11/2014 16:00,0,NULL,NULL,69.80,0,73.96,7.57,73.45,NULL,1,1,NULL,
03/11/2014 16:15,0,NULL,NULL,69.24,0,74.02,9.39,72.64,NULL,1,1,NULL,
03/11/2014 16:30,0,NULL,NULL,69.35,0,73.93,1.52,74.07,NULL,1,1,NULL,
03/11/2014 16:45,0,NULL,NULL,69.25,0,73.85,0,75.56,NULL,1,1,NULL,
03/11/2014 17:00,0,NULL,NULL,69.18,0,73.88,0,75.55,NULL,1,1,NULL,
03/11/2014 17:15,0,NULL,NULL,69.27,0,73.95,9.01,73.04,NULL,1,1,NULL,
03/11/2014 17:30,0,NULL,NULL,69.10,0,73.84,9.35,72.74,NULL,1,1,NULL,
03/11/2014 17:45,0,NULL,NULL,69.03,0,73.86,7.34,73.17,NULL,1,1,NULL,
03/11/2014 18:00,0,NULL,NULL,68.93,0,73.86,6.32,73.31,NULL,1,1,NULL,
03/11/2014 18:15,0,NULL,NULL,68.86,0,73.77,4.88,73.54,NULL,1,1,NULL,
03/11/2014 18:30,0,NULL,NULL,68.78,0,73.77,5.68,73.56,NULL,1,1,NULL,
03/11/2014 18:45,0,NULL,NULL,68.87,0,73.77,6.24,73.36,NULL,1,1,NULL,
03/11/2014 19:00,0,NULL,NULL,68.77,0,73.70,9.14,72.96,NULL,1,1,NULL,
03/11/2014 19:15,0,NULL,NULL,68.79,0,73.70,11.67,72.68,NULL,1,1,NULL,
03/11/2014 19:30,0,NULL,NULL,68.80,0,73.62,0.80,75.09,NULL,1,1,NULL,
03/11/2014 19:45,0,NULL,NULL,68.83,0,73.69,0,75.79,NULL,1,1,NULL,
03/11/2014 20:00,0,NULL,NULL,68.86,0,73.67,0,75.41,NULL,1,1,NULL,
03/11/2014 20:15,0,NULL,NULL,68.64,0,73.61,3.00,74.24,NULL,1,1,NULL,
03/11/2014 20:30,0,NULL,NULL,68.56,0,73.54,10.16,73.09,NULL,1,1,NULL,
03/11/2014 20:45,0,NULL,NULL,68.69,0,73.50,0,75.70,NULL,1,1,NULL,
03/11/2014 21:00,0,NULL,NULL,68.61,0,73.43,3.63,74.46,NULL,1,1,NULL,
03/11/2014 21:15,0,NULL,NULL,66.86,0,73.60,0,73.92,NULL,0,0,NULL,
03/11/2014 21:30,0,NULL,NULL,63.77,0,72.24,0,73.96,NULL,0,0,NULL,
03/11/2014 21:45,0,NULL,NULL,65.09,0,72.02,0,74.03,NULL,0,0,NULL,
03/11/2014 22:00,0,NULL,NULL,64.37,0,71.94,0,74.84,NULL,0,0,NULL,
03/11/2014 22:15,0,NULL,NULL,65.24,0,73.30,0,75.53,NULL,0,0,NULL,
03/11/2014 22:30,0,NULL,NULL,64.83,0,73.72,0,76.05,NULL,0,0,NULL,
03/11/2014 22:45,0,NULL,NULL,64.57,0,73.76,0,76.38,NULL,0,0,NULL,
03/11/2014 23:00,0,NULL,NULL,64.48,0,72.87,0,76.59,NULL,0,0,NULL,
03/11/2014 23:15,0,NULL,NULL,64.01,0,72.53,0,76.70,NULL,0,0,NULL,
03/11/2014 23:30,0,NULL,NULL,63.48,0,72.56,0,76.64,NULL,0,0,NULL,
03/11/2014 23:45,0,NULL,NULL,63.38,0,72.14,0,76.49,NULL,0,0,NULL,
03/12/2014 00:00,0,NULL,NULL,63.06,0,72.22,0,76.31,NULL,0,0,NULL,
03/12/2014 00:15,0,NULL,NULL,62.46,0,72.76,0,76.05,NULL,0,0,NULL,
03/12/2014 00:30,0,NULL,NULL,62.57,0,72.50,0,75.80,NULL,0,0,NULL,
03/12/2014 00:45,0,NULL,NULL,62.22,0,72.55,0,75.52,NULL,0,0,NULL,
03/12/2014 01:00,0,NULL,NULL,61.71,0,72.67,0,75.25,NULL,0,0,NULL,
03/12/2014 01:15,0,NULL,NULL,60.94,0,73.11,0,74.94,NULL,0,0,NULL,
03/12/2014 01:30,0,NULL,NULL,60.76,0,73.18,0,74.64,NULL,0,0,NULL,
03/12/2014 01:45,0,NULL,NULL,60.20,0,73.48,0,74.33,NULL,0,0,NULL,
03/12/2014 02:00,0,NULL,NULL,60.48,0,73.18,0,74.04,NULL,0,0,NULL,
03/12/2014 02:15,0,NULL,NULL,60.55,0,73.38,0,73.76,NULL,0,0,NULL,
03/12/2014 02:30,0,NULL,NULL,60.41,0,73.34,0,73.52,NULL,0,0,NULL,
03/12/2014 02:45,0,NULL,NULL,60.39,0,73.44,0,73.34,NULL,0,0,NULL,
03/12/2014 03:00,0,NULL,NULL,60.03,0,73.95,0,73.10,NULL,0,0,NULL,
03/12/2014 03:15,0,NULL,NULL,60.03,0,73.93,0,72.91,NULL,0,0,NULL,
03/12/2014 03:30,0,NULL,NULL,59.96,0,73.93,0,72.75,NULL,0,0,NULL,
03/12/2014 03:45,0,NULL,NULL,81.53,0,74.46,100.00,74.51,NULL,0,0,NULL,
03/12/2014 04:00,0,NULL,NULL,89.24,0,74.91,100.00,80.08,NULL,0,0,NULL,
03/12/2014 04:15,0,NULL,NULL,93.23,0,75.34,100.00,86.08,NULL,0,0,NULL,
03/12/2014 04:30,0,NULL,NULL,95.10,0,75.71,100.00,91.75,NULL,0,0,NULL,
03/12/2014 04:45,0,NULL,NULL,96.97,0,76.50,100.00,96.17,NULL,0,0,NULL,
03/12/2014 05:00,0,NULL,NULL,97.73,0,75.47,100.00,100.69,NULL,0,0,NULL,
03/12/2014 05:15,0,NULL,NULL,72.26,0,74.99,0,76.78,NULL,1,1,NULL,
03/12/2014 05:30,0,NULL,NULL,70.85,0,73.63,0,73.76,NULL,1,1,NULL,
03/12/2014 05:45,0,NULL,NULL,69.38,0,72.99,0,72.12,NULL,1,1,NULL,
03/12/2014 06:00,0,NULL,NULL,68.23,0,72.56,0,70.82,NULL,1,1,NULL,
03/12/2014 06:15,0,NULL,NULL,67.69,0,72.40,0,70.20,NULL,1,1,NULL,
03/12/2014 06:30,0,NULL,NULL,67.17,0,72.14,0,69.61,NULL,1,1,NULL,
03/12/2014 06:45,0,NULL,NULL,67.32,0,72.44,0,77.52,NULL,1,1,NULL,
03/12/2014 07:00,0,NULL,NULL,67.18,0,72.79,12.18,71.44,NULL,1,1,NULL,
03/12/2014 07:15,0,NULL,NULL,67.21,0,72.86,0,73.10,NULL,1,1,NULL,
03/12/2014 07:30,0,NULL,NULL,67.16,0,72.85,0,75.70,NULL,1,1,NULL,
03/12/2014 07:45,0,NULL,NULL,67.15,0,72.80,0,78.36,NULL,1,1,NULL,
03/12/2014 08:00,0,NULL,NULL,67.00,0,72.90,0,74.89,NULL,1,1,NULL,
03/12/2014 08:15,0,NULL,NULL,66.69,0,72.94,7.96,71.61,NULL,1,1,NULL,
03/12/2014 08:30,0,NULL,NULL,66.78,0,72.90,0,73.24,NULL,1,1,NULL,
03/12/2014 08:45,0,NULL,NULL,66.71,0,73.70,0,75.47,NULL,1,1,NULL,
03/12/2014 09:00,0,NULL,NULL,66.78,0,72.96,0,77.57,NULL,1,1,NULL,
03/12/2014 09:15,0,NULL,NULL,66.45,0,72.85,0,78.55,NULL,1,1,NULL,
03/12/2014 09:30,0,NULL,NULL,66.78,0,72.95,0,78.19,NULL,1,1,NULL,
03/12/2014 09:45,0,NULL,NULL,66.26,0,73.70,12.53,71.26,NULL,1,1,NULL,
03/12/2014 10:00,0,NULL,NULL,66.72,0,73.10,2.72,72.33,NULL,1,1,NULL,
03/12/2014 10:15,0,NULL,NULL,66.73,0,73.15,0,74.61,NULL,1,1,NULL,
03/12/2014 10:30,0,NULL,NULL,67.19,0,73.11,0,77.27,NULL,1,1,NULL,
03/12/2014 10:45,0,NULL,NULL,67.30,0,73.25,0,78.90,NULL,1,1,NULL,
03/12/2014 11:00,0,NULL,NULL,67.50,0,73.42,10.53,72.40,NULL,1,1,NULL,
03/12/2014 11:15,0,NULL,NULL,66.78,0,73.34,2.98,72.50,NULL,1,1,NULL,
03/12/2014 11:30,0,NULL,NULL,67.70,0,73.39,0,74.82,NULL,1,1,NULL,
03/12/2014 11:45,0,NULL,NULL,67.90,0,73.23,0,77.67,NULL,1,1,NULL,
03/12/2014 12:00,0,NULL,NULL,67.20,0,73.51,0,76.50,NULL,1,1,NULL,
03/12/2014 12:15,0,NULL,NULL,66.92,0,73.62,8.73,71.62,NULL,1,1,NULL,
03/12/2014 12:30,0,NULL,NULL,67.43,0,73.71,0,73.98,NULL,1,1,NULL,
03/12/2014 12:45,0,NULL,NULL,67.99,0,73.73,0,77.85,NULL,1,1,NULL,
03/12/2014 13:00,0,NULL,NULL,67.45,0,73.77,0,75.20,NULL,1,1,NULL,
03/12/2014 13:15,0,NULL,NULL,67.28,0,73.78,3.49,72.28,NULL,1,1,NULL,
03/12/2014 13:30,0,NULL,NULL,67.50,0,73.86,0,75.38,NULL,1,1,NULL,
03/12/2014 13:45,0,NULL,NULL,67.66,0,73.87,0,77.88,NULL,1,1,NULL,
03/12/2014 14:00,0,NULL,NULL,67.66,0,73.87,0,77.88,NULL,1,1,NULL,
03/12/2014 14:15,0,NULL,NULL,67.80,0,73.87,0,77.21,NULL,1,1,NULL,
03/12/2014 14:30,0,NULL,NULL,67.80,0,73.87,0,77.21,NULL,1,1,NULL,
03/12/2014 14:45,0,NULL,NULL,67.80,0,73.87,0,77.21,NULL,1,1,NULL,
03/12/2014 15:00,0,NULL,NULL,67.80,0,74.20,0,75.59,NULL,1,1,NULL,
03/12/2014 15:15,0,NULL,NULL,67.80,0,74.20,0,75.59,NULL,1,1,NULL,
03/12/2014 15:30,0,NULL,NULL,67.62,0,74.08,3.81,72.19,NULL,1,1,NULL,
03/12/2014 15:45,0,NULL,NULL,67.54,0,73.88,0,75.20,NULL,1,1,NULL,
03/12/2014 16:00,0,NULL,NULL,67.82,0,73.89,0,77.83,NULL,1,1,NULL,
03/12/2014 16:15,0,NULL,NULL,67.11,0,73.81,10.39,71.52,NULL,1,1,NULL,
03/12/2014 16:30,0,NULL,NULL,66.96,0,73.70,0,73.16,NULL,1,1,NULL,
03/12/2014 16:45,0,NULL,NULL,66.95,0,73.59,0,75.20,NULL,1,1,NULL,
03/12/2014 17:00,0,NULL,NULL,67.11,0,73.48,0,77.73,NULL,1,1,NULL,
03/12/2014 17:15,0,NULL,NULL,80.03,0,71.91,100.00,78.16,NULL,0,0,NULL,
03/12/2014 17:30,0,NULL,NULL,83.25,0,68.07,100.00,89.32,NULL,0,0,NULL,
03/12/2014 17:45,0,NULL,NULL,83.92,0,65.56,100.00,99.25,NULL,0,0,NULL,
03/12/2014 18:00,0,NULL,NULL,84.02,0,64.20,100.00,106.51,NULL,0,0,NULL,
03/12/2014 18:15,0,NULL,NULL,84.44,0,62.67,100.00,109.51,NULL,0,0,NULL,
03/12/2014 18:30,0,NULL,NULL,84.68,0,61.82,100.00,114.43,NULL,0,0,NULL,
03/12/2014 18:45,0,NULL,NULL,85.62,0,61.55,100.00,119.19,NULL,0,0,NULL,
03/12/2014 19:00,0,NULL,NULL,86.84,0,61.06,100.00,123.22,NULL,0,0,NULL,
03/12/2014 19:15,0,NULL,NULL,86.80,0,60.19,100.00,127.01,NULL,0,0,NULL,
03/12/2014 19:30,0,NULL,NULL,85.56,0,59.95,100.00,127.51,NULL,0,0,NULL,
03/12/2014 19:45,0,NULL,NULL,87.37,0,59.64,100.00,128.65,NULL,0,0,NULL,
03/12/2014 20:00,0,NULL,NULL,86.69,0,59.23,100.00,129.67,NULL,0,0,NULL,
03/12/2014 20:15,0,NULL,NULL,87.24,0,59.20,100.00,130.67,NULL,0,0,NULL,
03/12/2014 20:30,0,NULL,NULL,87.81,0,58.87,100.00,131.29,NULL,0,0,NULL,
03/12/2014 20:45,0,NULL,NULL,86.36,0,58.40,100.00,132.26,NULL,0,0,NULL,
03/12/2014 21:00,0,NULL,NULL,87.62,0,58.06,100.00,132.64,NULL,0,0,NULL,
03/12/2014 21:15,0,NULL,NULL,86.88,0,57.65,100.00,133.31,NULL,0,0,NULL,
03/12/2014 21:30,0,NULL,NULL,87.49,0,57.66,100.00,133.83,NULL,0,0,NULL,
03/12/2014 21:45,0,NULL,NULL,85.48,0,57.09,100.00,134.67,NULL,0,0,NULL,
03/12/2014 22:00,0,NULL,NULL,87.38,0,57.22,100.00,134.71,NULL,0,0,NULL,
03/12/2014 22:15,0,NULL,NULL,91.26,0,58.45,100.00,134.19,NULL,0,0,NULL,
03/12/2014 22:30,0,NULL,NULL,93.12,0,59.23,100.00,133.94,NULL,0,0,NULL,
03/12/2014 22:45,0,NULL,NULL,92.34,0,59.26,100.00,134.08,NULL,0,0,NULL,
03/12/2014 23:00,0,NULL,NULL,93.81,0,59.65,100.00,133.96,NULL,0,0,NULL,
03/12/2014 23:15,0,NULL,NULL,92.86,0,59.37,100.00,134.17,NULL,0,0,NULL,
03/12/2014 23:30,0,NULL,NULL,94.00,0,59.71,100.00,134.12,NULL,0,0,NULL,
03/12/2014 23:45,0,NULL,NULL,93.19,0,59.33,100.00,134.30,NULL,0,0,NULL,
03/13/2014 00:00,0,NULL,NULL,93.86,0,59.61,100.00,134.43,NULL,0,0,NULL,
03/13/2014 00:15,0,NULL,NULL,92.54,0,58.94,100.00,134.77,NULL,0,0,NULL,
03/13/2014 00:30,0,NULL,NULL,93.52,0,59.13,100.00,134.65,NULL,0,0,NULL,
03/13/2014 00:45,0,NULL,NULL,92.97,0,59.00,100.00,134.89,NULL,0,0,NULL,
03/13/2014 01:00,0,NULL,NULL,93.17,0,58.90,100.00,134.93,NULL,0,0,NULL,
03/13/2014 01:15,0,NULL,NULL,93.30,0,58.83,100.00,135.06,NULL,0,0,NULL,
03/13/2014 01:30,0,NULL,NULL,92.40,0,58.31,100.00,135.35,NULL,0,0,NULL,
03/13/2014 01:45,0,NULL,NULL,93.20,0,58.79,100.00,135.33,NULL,0,0,NULL,
03/13/2014 02:00,0,NULL,NULL,93.30,0,58.58,100.00,135.43,NULL,0,0,NULL,
03/13/2014 02:15,0,NULL,NULL,92.23,0,58.04,100.00,135.76,NULL,0,0,NULL,
03/13/2014 02:30,0,NULL,NULL,92.73,0,58.14,100.00,135.67,NULL,0,0,NULL,
03/13/2014 02:45,0,NULL,NULL,92.79,0,58.05,100.00,135.84,NULL,0,0,NULL,
03/13/2014 03:00,0,NULL,NULL,91.70,0,57.23,100.00,136.21,NULL,0,0,NULL,
03/13/2014 03:15,0,NULL,NULL,92.11,0,57.36,100.00,136.16,NULL,0,0,NULL,
03/13/2014 03:30,0,NULL,NULL,92.25,0,57.34,100.00,136.27,NULL,0,0,NULL,
03/13/2014 03:45,0,NULL,NULL,91.22,0,56.78,100.00,136.67,NULL,0,0,NULL,
03/13/2014 04:00,0,NULL,NULL,92.27,0,57.48,100.00,136.46,NULL,0,0,NULL,
03/13/2014 04:15,0,NULL,NULL,92.14,0,57.24,100.00,136.55,NULL,0,0,NULL,
03/13/2014 04:30,0,NULL,NULL,91.45,0,56.91,100.00,136.79,NULL,0,0,NULL,
03/13/2014 04:45,0,NULL,NULL,92.15,0,57.23,100.00,136.71,NULL,0,0,NULL,
03/13/2014 05:00,0,NULL,NULL,91.96,0,57.50,100.00,136.94,NULL,0,0,NULL,
03/13/2014 05:15,0,NULL,NULL,70.24,0,77.25,0,79.44,NULL,1,1,NULL,
03/13/2014 05:30,0,NULL,NULL,66.76,0,73.72,0,70.01,NULL,1,1,NULL,
03/13/2014 05:45,0,NULL,NULL,65.34,0,72.39,0,68.34,NULL,1,1,NULL,
03/13/2014 06:00,0,NULL,NULL,64.73,0,71.92,0,67.43,NULL,1,1,NULL,
03/13/2014 06:15,0,NULL,NULL,65.15,0,72.13,0,74.42,NULL,1,1,NULL,
03/13/2014 06:30,0,NULL,NULL,65.20,0,72.47,0,74.46,NULL,1,1,NULL,
03/13/2014 06:45,0,NULL,NULL,65.57,0,72.65,0,74.40,NULL,1,1,NULL,
03/13/2014 07:00,0,NULL,NULL,65.43,0,72.56,0,74.44,NULL,1,1,NULL,
03/13/2014 07:15,0,NULL,NULL,65.65,0,72.73,0,74.46,NULL,1,1,NULL,
03/13/2014 07:30,0,NULL,NULL,65.99,0,72.84,0,75.02,NULL,1,1,NULL,
03/13/2014 07:45,0,NULL,NULL,66.29,0,72.79,0,76.86,NULL,1,1,NULL,
03/13/2014 08:00,0,NULL,NULL,66.56,0,72.88,0,77.71,NULL,1,1,NULL,
03/13/2014 08:15,0,NULL,NULL,66.53,0,73.04,0,78.15,NULL,1,1,NULL,
03/13/2014 08:30,0,NULL,NULL,66.54,0,73.16,0,75.35,NULL,1,1,NULL,
03/13/2014 08:45,0,NULL,NULL,66.56,0,73.30,10.42,71.28,NULL,1,1,NULL,
03/13/2014 09:00,0,NULL,NULL,66.58,0,73.28,0.15,72.89,NULL,1,1,NULL,
03/13/2014 09:15,0,NULL,NULL,67.04,0,73.35,0,75.23,NULL,1,1,NULL,
03/13/2014 09:30,0,NULL,NULL,67.07,0,73.35,0,77.86,NULL,1,1,NULL,
03/13/2014 09:45,0,NULL,NULL,67.21,0,73.56,10.77,71.09,NULL,1,1,NULL,
03/13/2014 10:00,0,NULL,NULL,67.29,0,73.56,0,73.11,NULL,1,1,NULL,
03/13/2014 10:15,0,NULL,NULL,67.29,0,73.42,0,76.70,NULL,1,1,NULL,
03/13/2014 10:30,0,NULL,NULL,67.36,0,73.41,0,75.85,NULL,1,1,NULL,
03/13/2014 10:45,0,NULL,NULL,67.18,0,73.40,6.75,71.79,NULL,1,1,NULL,
03/13/2014 11:00,0,NULL,NULL,67.27,0,73.43,0,74.37,NULL,1,1,NULL,
03/13/2014 11:15,0,NULL,NULL,67.21,0,73.28,0,78.15,NULL,1,1,NULL,
03/13/2014 11:30,0,NULL,NULL,67.09,0,73.34,0,75.71,NULL,1,1,NULL,
03/13/2014 11:45,0,NULL,NULL,67.23,0,73.69,5.55,72.08,NULL,1,1,NULL,
03/13/2014 12:00,0,NULL,NULL,67.49,0,73.56,0,74.26,NULL,1,1,NULL,
03/13/2014 12:15,0,NULL,NULL,67.49,0,73.38,0,76.86,NULL,1,1,NULL,
03/13/2014 12:30,0,NULL,NULL,67.81,0,73.32,0,78.61,NULL,1,1,NULL,
03/13/2014 12:45,0,NULL,NULL,67.22,0,73.30,10.13,71.61,NULL,1,1,NULL,
03/13/2014 13:00,0,NULL,NULL,67.50,0,73.39,0,73.80,NULL,1,1,NULL,
03/13/2014 13:15,0,NULL,NULL,67.80,0,73.41,0,77.34,NULL,1,1,NULL,
03/13/2014 13:30,0,NULL,NULL,67.69,0,73.45,0,76.73,NULL,1,1,NULL,
03/13/2014 13:45,0,NULL,NULL,67.54,0,73.47,3.77,72.38,NULL,1,1,NULL,
