TT,CCV1,DSP,DSPSP,MAT,OAD,RAT,SAT,SATSP,SCH,SFS,SupCFM,SupVFD1,
04/23/2014 13:15,0,1.45,1.50,53.94,75.79,72.50,57.40,56.00,1,1,7740.16,74.64,
04/23/2014 13:30,0,1.46,1.50,54.13,76.49,72.43,57.66,56.00,1,1,7416.98,75.94,
04/23/2014 13:45,0,1.45,1.50,54.14,79.22,72.44,57.75,56.00,1,1,7890.95,76.82,
04/23/2014 14:00,0,1.47,1.50,54.13,80.53,72.28,57.71,56.00,1,1,7501.68,76.67,
04/23/2014 14:15,0,1.51,1.50,54.71,86.12,72.18,58.12,56.00,1,1,7225.13,76.85,
04/23/2014 14:30,0,1.47,1.50,53.74,78.91,72.08,57.10,56.00,1,1,7480.28,77.19,
04/23/2014 14:45,0,1.39,1.50,53.74,77.78,72.20,57.36,56.00,1,1,8168.06,78.92,
04/23/2014 15:00,0,1.49,1.50,53.75,77.32,72.43,57.48,56.00,1,1,8674.00,80.60,
04/23/2014 15:15,0,1.40,1.50,53.75,77.03,72.41,57.62,56.00,1,1,9062.53,82.36,
04/23/2014 15:30,0,1.40,1.50,53.82,75.42,72.34,57.68,56.00,1,1,9336.70,84.25,
04/23/2014 15:45,0,1.43,1.50,53.48,72.16,72.25,57.47,56.00,1,1,9559.10,85.70,
04/23/2014 16:00,0,1.49,1.50,54.32,77.22,72.21,58.20,56.00,1,1,9764.73,86.21,
04/23/2014 16:15,0,1.44,1.50,53.75,74.13,72.29,57.74,56.00,1,1,9668.46,86.99,
04/23/2014 16:30,0,1.48,1.50,53.93,74.49,72.14,57.92,56.00,1,1,9797.53,87.77,
04/23/2014 16:45,0,1.52,1.50,53.94,73.05,72.05,57.75,56.00,1,1,8968.38,85.48,
04/23/2014 17:00,0,1.54,1.50,53.76,74.34,72.05,57.76,56.00,1,1,8985.45,85.51,
04/23/2014 17:15,0,1.60,1.50,53.94,72.46,72.00,57.65,56.00,1,1,8358.74,83.45,
04/23/2014 17:30,0,1.67,1.50,53.97,71.46,71.92,57.65,56.00,1,1,7559.74,80.76,
04/23/2014 17:45,0,1.60,1.50,53.78,70.15,71.95,57.40,56.00,1,1,7612.77,79.19,
04/23/2014 18:00,0,1.72,1.50,54.22,72.14,72.00,57.57,56.00,1,1,6337.10,74.93,
04/23/2014 18:15,0,0,1.50,56.70,0,68.81,60.42,56.00,0,0,0,0,
04/23/2014 18:30,0,0,1.50,57.89,0,67.28,63.94,56.00,0,0,0,0,
04/23/2014 18:45,0,0,1.50,58.78,0,66.50,65.58,56.00,0,0,0,0,
04/23/2014 19:00,0,0,1.50,59.45,0,65.96,66.84,56.00,0,0,0,0,
04/23/2014 19:15,0,0,1.50,60.03,0,65.79,67.55,56.00,0,0,0,0,
04/23/2014 19:30,0,0,1.50,60.54,0,67.44,68.51,56.00,0,0,0,0,
04/23/2014 19:45,0,0,1.50,60.88,0,68.87,69.32,56.00,0,0,0,0,
04/23/2014 20:00,0,0,1.50,61.20,0,68.58,69.67,56.00,0,0,0,0,
04/23/2014 20:15,0,0,1.50,61.52,0,70.04,70.10,56.00,0,0,0,0,
04/23/2014 20:30,0,0,1.50,61.80,0,70.05,70.39,56.00,0,0,0,0,
04/23/2014 20:45,0,0,1.50,62.19,0,70.06,70.66,56.00,0,0,0,0,
04/23/2014 21:00,0,0,1.50,62.52,0,69.09,70.71,56.00,0,0,0,0,
04/23/2014 21:15,0,0,1.50,62.01,0,72.67,70.77,56.00,0,0,0,0,
04/23/2014 21:30,0,0,1.50,62.18,0,72.98,70.87,56.00,0,0,0,0,
04/23/2014 21:45,0,0,1.50,62.61,0,73.07,70.98,56.00,0,0,0,0,
04/23/2014 22:00,0,0,1.50,62.88,0,73.12,71.04,56.00,0,0,0,0,
04/23/2014 22:15,0,0,1.50,63.14,0,73.11,70.96,56.00,0,0,0,0,
04/23/2014 22:30,0,0,1.50,63.38,0,73.14,70.92,56.00,0,0,0,0,
04/23/2014 22:45,0,0,1.50,63.63,0,73.13,70.89,56.00,0,0,0,0,
04/23/2014 23:00,0,0,1.50,63.87,0,73.10,70.85,56.00,0,0,0,0,
04/23/2014 23:15,0,0,1.50,64.15,0,73.09,70.85,56.00,0,0,0,0,
04/23/2014 23:30,0,0,1.50,64.46,0,73.07,70.89,56.00,0,0,0,0,
04/23/2014 23:45,0,0,1.50,64.73,0,73.08,70.91,56.00,0,0,0,0,
04/24/2014 00:00,0,0,1.50,64.92,0,73.02,70.89,56.00,0,0,0,0,
04/24/2014 00:15,0,0,1.50,65.14,0,72.97,70.80,56.00,0,0,0,0,
04/24/2014 00:30,0,0,1.50,65.38,0,72.95,70.78,56.00,0,0,0,0,
04/24/2014 00:45,0,0,1.50,65.56,0,72.88,70.73,56.00,0,0,0,0,
04/24/2014 01:00,0,0,1.50,65.82,0,72.83,70.71,56.00,0,0,0,0,
04/24/2014 01:15,0,0,1.50,66.03,0,72.83,70.72,56.00,0,0,0,0,
04/24/2014 01:30,0,0,1.50,66.29,0,72.83,70.74,56.00,0,0,0,0,
04/24/2014 01:45,0,0,1.50,66.46,0,72.88,70.82,56.00,0,0,0,0,
04/24/2014 02:00,0,0,1.50,66.59,0,72.82,70.64,56.00,0,0,0,0,
04/24/2014 02:15,0,0,1.50,66.73,0,72.80,70.63,56.00,0,0,0,0,
04/24/2014 02:30,0,0,1.50,66.92,0,72.75,70.59,56.00,0,0,0,0,
04/24/2014 02:45,0,0,1.50,67.07,0,72.76,70.62,56.00,0,0,0,0,
04/24/2014 03:00,0,0,1.50,67.23,0,72.75,70.64,56.00,0,0,0,0,
04/24/2014 03:15,0,0,1.50,67.37,0,72.74,70.60,56.00,0,0,0,0,
04/24/2014 03:30,0,0,1.50,67.53,0,72.72,70.61,56.00,0,0,0,0,
04/24/2014 03:45,0,0,1.50,67.61,0,72.73,70.62,56.00,0,0,0,0,
04/24/2014 04:00,0,0,1.50,67.72,0,72.75,70.69,56.00,0,0,0,0,
04/24/2014 04:15,0,0,1.50,67.85,0,72.77,70.73,56.00,0,0,0,0,
04/24/2014 04:30,0,0,1.50,67.92,0,72.72,70.66,56.00,0,0,0,0,
04/24/2014 04:45,0,0,1.50,68.00,0,72.73,70.69,56.00,0,0,0,0,
04/24/2014 05:00,0,0,1.50,68.13,0,72.67,70.61,56.00,0,0,0,0,
04/24/2014 05:15,0,0,1.50,68.17,0,72.78,70.78,56.00,0,0,0,0,
04/24/2014 05:30,0,0,1.50,68.23,0,72.83,70.90,56.00,0,0,0,0,
04/24/2014 05:45,0,0,1.50,68.25,0,72.74,71.00,56.00,0,0,0,0,
04/24/2014 06:00,0,0,1.50,68.27,0,72.36,71.02,56.00,0,0,0,0,
04/24/2014 06:15,0,0.84,1.50,53.18,65.20,72.20,56.85,56.00,1,1,8100.41,70.72,
04/24/2014 06:30,0,1.16,1.50,53.85,62.65,71.96,57.35,56.00,1,1,8438.01,75.76,
04/24/2014 06:45,0,1.27,1.50,53.88,64.10,71.75,57.55,56.00,1,1,8476.91,79.08,
04/24/2014 07:00,0,1.39,1.50,53.94,63.27,71.59,57.54,56.00,1,1,8443.37,80.72,
04/24/2014 07:15,0,1.51,1.50,54.70,69.84,71.55,58.22,56.00,1,1,7731.91,79.43,
04/24/2014 07:30,0,1.57,1.50,54.13,70.30,71.58,57.71,56.00,1,1,7002.72,78.17,
04/24/2014 07:45,0,1.60,1.50,54.13,73.14,71.64,57.63,56.00,1,1,6668.25,76.78,
04/24/2014 08:00,0,1.57,1.50,54.30,77.92,71.72,57.76,56.00,1,1,6184.04,74.89,
04/24/2014 08:15,0,1.60,1.50,54.40,81.99,71.74,57.74,56.00,1,1,5463.97,72.41,
04/24/2014 08:30,0,1.52,1.50,53.94,83.86,71.75,57.60,56.00,1,1,5519.24,71.46,
04/24/2014 08:45,0,1.61,1.50,54.06,85.39,71.75,57.43,56.00,1,1,5061.26,70.03,
04/24/2014 09:00,0,1.48,1.50,54.51,90.27,71.78,57.75,56.00,1,1,5343.49,70.81,
04/24/2014 09:15,0,1.52,1.50,54.13,90.99,71.74,57.66,56.00,1,1,5058.99,70.17,
04/24/2014 09:30,0,1.48,1.50,54.13,94.39,71.81,57.73,56.00,1,1,5404.14,71.31,
04/24/2014 09:45,0,1.37,1.50,54.27,97.78,71.80,57.77,56.00,1,1,6039.87,73.01,
04/24/2014 10:00,99.99,1.45,1.50,54.89,100.00,71.88,58.32,56.00,1,1,5528.38,73.01,
04/24/2014 10:15,99.99,1.48,1.50,54.89,100.00,71.90,58.49,56.00,1,1,5737.93,74.14,
04/24/2014 10:30,99.99,1.44,1.50,55.33,100.00,71.90,58.89,56.00,1,1,6036.78,74.83,
04/24/2014 10:45,99.99,1.47,1.50,56.22,100.00,71.81,59.81,56.00,1,1,5801.21,75.88,
04/24/2014 11:00,99.99,1.46,1.50,56.38,100.00,71.73,60.01,56.00,1,1,5916.57,75.81,
04/24/2014 11:15,99.99,1.44,1.50,57.72,100.00,71.74,61.22,56.00,1,1,6328.37,77.57,
04/24/2014 11:30,99.99,1.33,1.50,58.26,100.00,71.75,61.94,56.00,1,1,7057.78,79.85,
04/24/2014 11:45,99.99,1.29,1.50,59.19,100.00,71.86,63.00,56.00,1,1,8037.92,83.93,
04/24/2014 12:00,99.99,1.20,1.50,59.93,100.00,72.05,63.92,56.00,1,1,9063.46,89.95,
04/24/2014 12:15,99.99,1.10,1.50,61.02,100.00,72.20,65.03,56.00,1,1,10042.99,95.82,
04/24/2014 12:30,99.99,1.13,1.50,61.54,100.00,72.35,65.56,56.00,1,1,10783.92,99.99,
04/24/2014 12:45,99.99,1.11,1.50,61.64,100.00,72.35,65.80,56.00,1,1,11019.93,99.99,
04/24/2014 13:00,99.99,1.09,1.50,60.97,100.00,72.33,65.23,56.00,1,1,11136.81,99.99,
04/24/2014 13:15,99.99,1.07,1.50,60.50,100.00,72.20,64.87,56.00,1,1,11059.76,99.99,
04/24/2014 13:30,99.99,1.12,1.50,60.20,100.00,72.07,64.63,56.00,1,1,11035.92,99.99,
04/24/2014 13:45,99.99,1.14,1.50,60.31,100.00,72.02,64.60,56.00,1,1,10729.78,99.99,
04/24/2014 14:00,99.99,1.22,1.50,60.02,100.00,71.95,64.42,56.00,1,1,10738.93,99.99,
04/24/2014 14:15,99.99,1.26,1.50,61.23,100.00,71.93,65.31,56.00,1,1,10483.34,99.99,
04/24/2014 14:30,99.99,1.18,1.50,61.92,100.00,72.05,65.94,56.00,1,1,10546.10,99.99,
04/24/2014 14:45,99.99,1.23,1.50,61.73,100.00,72.13,65.74,56.00,1,1,10556.27,99.99,
04/24/2014 15:00,99.99,1.15,1.50,62.27,100.00,72.20,66.21,56.00,1,1,10627.93,99.99,
04/24/2014 15:15,99.99,1.16,1.50,62.21,100.00,72.27,66.22,56.00,1,1,10887.38,99.99,
04/24/2014 15:30,99.99,1.16,1.50,62.39,100.00,72.30,66.47,56.00,1,1,10984.53,99.99,
04/24/2014 15:45,99.99,1.16,1.50,62.67,100.00,72.36,66.67,56.00,1,1,11080.05,99.99,
04/24/2014 16:00,99.99,1.14,1.50,62.32,100.00,72.35,66.42,56.00,1,1,11202.14,99.99,
04/24/2014 16:15,99.99,1.10,1.50,62.30,100.00,72.26,66.32,56.00,1,1,10685.54,99.99,
04/24/2014 16:30,99.99,1.21,1.50,62.12,100.00,72.21,66.19,56.00,1,1,10982.34,99.99,
04/24/2014 16:45,99.99,1.21,1.50,62.12,100.00,72.20,66.24,56.00,1,1,10538.93,99.99,
04/24/2014 17:00,99.99,1.24,1.50,62.61,100.00,72.22,66.57,56.00,1,1,10704.17,99.99,
04/24/2014 17:15,99.99,1.21,1.50,62.21,100.00,72.21,66.34,56.00,1,1,10648.38,99.99,
04/24/2014 17:30,99.99,1.28,1.50,62.11,100.00,72.19,66.27,56.00,1,1,10181.04,99.99,
04/24/2014 17:45,99.99,1.36,1.50,61.83,100.00,72.15,66.06,56.00,1,1,10275.05,99.99,
04/24/2014 18:00,99.99,1.45,1.50,61.72,100.00,72.20,65.95,56.00,1,1,10038.30,99.99,
04/24/2014 18:15,99.99,1.49,1.50,61.35,100.00,72.11,65.62,56.00,1,1,9579.10,99.99,
04/24/2014 18:30,99.99,1.57,1.50,61.34,100.00,72.05,65.48,56.00,1,1,9217.04,98.40,
04/24/2014 18:45,99.99,1.60,1.50,61.06,100.00,72.02,65.24,56.00,1,1,9130.07,97.15,
04/24/2014 19:00,99.99,1.70,1.50,60.79,100.00,71.85,64.99,56.00,1,1,8343.09,94.10,
04/24/2014 19:15,99.99,1.66,1.50,60.69,100.00,71.74,64.72,56.00,1,1,7932.98,91.27,
04/24/2014 19:30,99.99,1.78,1.50,60.59,100.00,71.63,64.55,56.00,1,1,6671.79,86.73,
04/24/2014 19:45,99.99,1.63,1.50,60.39,100.00,71.52,64.32,56.00,1,1,6843.22,84.40,
04/24/2014 20:00,99.99,1.79,1.50,60.49,100.00,71.44,64.24,56.00,1,1,5195.67,79.06,
04/24/2014 20:15,99.99,1.63,1.50,59.83,100.00,71.40,63.79,56.00,1,1,5518.87,77.25,
04/24/2014 20:30,99.99,1.64,1.50,59.83,100.00,71.29,63.67,56.00,1,1,4537.35,74.67,
04/24/2014 20:45,99.99,1.67,1.50,59.50,100.00,71.20,63.51,56.00,1,1,3959.83,72.23,
04/24/2014 21:00,99.99,1.41,1.50,58.06,100.00,71.13,62.24,56.00,1,1,5415.27,72.85,
04/24/2014 21:15,99.99,1.65,1.50,57.94,100.00,70.98,61.80,56.00,1,1,3527.23,69.56,
04/24/2014 21:30,99.99,1.40,1.50,58.36,100.00,70.82,62.06,56.00,1,1,5499.87,72.17,
04/24/2014 21:45,99.99,1.48,1.50,58.20,100.00,70.68,61.99,56.00,1,1,3984.23,69.85,
04/24/2014 22:00,99.99,1.53,1.50,58.31,100.00,70.67,61.99,56.00,1,1,4258.53,69.94,
04/24/2014 22:15,0,0,1.50,59.93,0,71.43,64.34,56.00,0,0,0,0,
04/24/2014 22:30,0,0,1.50,61.11,0,72.04,66.43,56.00,0,0,0,0,
04/24/2014 22:45,0,0,1.50,61.83,0,72.30,67.68,56.00,0,0,0,0,
04/24/2014 23:00,0,0,1.50,62.49,0,72.36,68.54,56.00,0,0,0,0,
04/24/2014 23:15,0,0,1.50,62.96,0,72.36,69.13,56.00,0,0,0,0,
04/24/2014 23:30,0,0,1.50,63.30,0,72.20,69.49,56.00,0,0,0,0,
04/24/2014 23:45,0,0,1.50,63.53,0,72.12,69.75,56.00,0,0,0,0,
04/25/2014 00:00,0,0,1.50,63.77,0,72.56,69.96,56.00,0,0,0,0,
04/25/2014 00:15,0,0,1.50,63.97,0,72.60,70.05,56.00,0,0,0,0,
04/25/2014 00:30,0,0,1.50,64.15,0,72.53,70.12,56.00,0,0,0,0,
04/25/2014 00:45,0,0,1.50,64.31,0,72.51,70.15,56.00,0,0,0,0,
04/25/2014 01:00,0,0,1.50,64.46,0,72.44,70.25,56.00,0,0,0,0,
04/25/2014 01:15,0,0,1.50,64.54,0,72.34,70.26,56.00,0,0,0,0,
04/25/2014 01:30,0,0,1.50,64.71,0,72.28,70.28,56.00,0,0,0,0,
04/25/2014 01:45,0,0,1.50,64.84,0,72.21,70.28,56.00,0,0,0,0,
04/25/2014 02:00,0,0,1.50,64.99,0,72.20,70.30,56.00,0,0,0,0,
04/25/2014 02:15,0,0,1.50,64.95,0,72.20,70.27,56.00,0,0,0,0,
04/25/2014 02:30,0,0,1.50,65.08,0,72.20,70.05,56.00,0,0,0,0,
04/25/2014 02:45,0,0,1.50,65.23,0,72.19,70.13,56.00,0,0,0,0,
04/25/2014 03:00,0,0,1.50,65.39,0,72.23,70.25,56.00,0,0,0,0,
04/25/2014 03:15,0,0,1.50,65.50,0,72.28,70.40,56.00,0,0,0,0,
04/25/2014 03:30,0,0,1.50,65.60,0,72.21,70.80,56.00,0,0,0,0,
04/25/2014 03:45,0,0,1.50,65.85,0,72.26,71.02,56.00,0,0,0,0,
04/25/2014 04:00,0,0,1.50,66.00,0,72.27,71.14,56.00,0,0,0,0,
04/25/2014 04:15,0,0,1.50,66.15,0,72.33,71.18,56.00,0,0,0,0,
04/25/2014 04:30,0,0,1.50,66.31,0,72.32,71.21,56.00,0,0,0,0,
04/25/2014 04:45,0,0,1.50,66.46,0,72.35,71.05,56.00,0,0,0,0,
04/25/2014 05:00,0,0,1.50,66.62,0,72.34,71.02,56.00,0,0,0,0,
04/25/2014 05:15,0,0,1.50,66.84,0,72.47,71.14,56.00,0,0,0,0,
04/25/2014 05:30,0,0,1.50,66.93,0,72.36,71.21,56.00,0,0,0,0,
04/25/2014 05:45,0,0,1.50,67.08,0,72.44,71.20,56.00,0,0,0,0,
04/25/2014 06:00,0,0,1.50,67.08,0,69.44,71.21,56.00,0,0,0,0,
04/25/2014 06:15,0,1.20,1.50,53.94,81.43,72.36,57.72,56.00,1,1,4369.02,60.62,
04/25/2014 06:30,0,1.36,1.50,54.05,81.21,72.12,57.42,56.00,1,1,3902.23,62.98,
04/25/2014 06:45,0,1.45,1.50,54.03,81.28,72.12,57.37,56.00,1,1,4068.73,64.04,
04/25/2014 07:00,0,1.45,1.50,53.75,80.46,72.07,57.20,56.00,1,1,4468.00,64.95,
04/25/2014 07:15,0,1.29,1.50,53.83,78.26,72.05,57.10,56.00,1,1,5756.99,68.35,
04/25/2014 07:30,0,1.38,1.50,53.85,76.39,71.96,57.20,56.00,1,1,6357.42,70.74,
04/25/2014 07:45,0,1.45,1.50,54.03,75.35,71.83,57.37,56.00,1,1,6187.82,71.60,
04/25/2014 08:00,0,1.44,1.50,53.95,73.64,71.74,57.36,56.00,1,1,6919.67,73.49,
04/25/2014 08:15,0,1.43,1.50,54.13,73.83,71.74,57.50,56.00,1,1,7193.73,75.42,
04/25/2014 08:30,0,1.41,1.50,54.33,76.00,71.74,57.82,56.00,1,1,7371.51,76.91,
04/25/2014 08:45,0,1.39,1.50,54.51,80.19,71.75,58.04,56.00,1,1,8386.55,79.25,
04/25/2014 09:00,0,1.27,1.50,54.20,83.50,71.84,58.14,56.00,1,1,9194.60,84.67,
04/25/2014 09:15,0,1.21,1.50,54.41,86.45,71.93,58.51,56.00,1,1,10769.13,89.26,
04/25/2014 09:30,0,1.17,1.50,54.12,87.94,72.05,58.70,56.00,1,1,11752.83,95.64,
04/25/2014 09:45,0,1.13,1.50,54.14,87.35,72.11,58.89,56.00,1,1,12731.75,99.97,
04/25/2014 10:00,0,1.15,1.50,53.93,87.07,72.07,58.86,56.00,1,1,12543.33,99.99,
04/25/2014 10:15,0,1.12,1.50,54.31,89.90,72.05,59.07,56.00,1,1,12471.38,99.99,
04/25/2014 10:30,0,1.06,1.50,54.43,96.95,72.05,59.25,56.00,1,1,12133.90,99.99,
04/25/2014 10:45,99.99,1.02,1.50,55.55,100.00,72.20,60.41,56.00,1,1,12079.68,99.99,
04/25/2014 11:00,99.99,1,1.50,55.96,100.00,72.33,60.79,56.00,1,1,11998.29,99.99,
04/25/2014 11:15,99.99,1.14,1.50,56.79,100.00,72.23,61.54,56.00,1,1,11953.18,99.99,
04/25/2014 11:30,99.99,0.98,1.50,57.34,100.00,72.12,62.32,56.00,1,1,12417.32,99.99,
04/25/2014 11:45,99.99,0.93,1.50,58.50,100.00,72.12,63.25,56.00,1,1,12292.57,99.99,
04/25/2014 12:00,99.99,0.90,1.50,59.43,100.00,72.05,64.04,56.00,1,1,12212.71,99.99,
04/25/2014 12:15,99.99,0.87,1.50,60.97,100.00,72.06,65.24,56.00,1,1,12294.84,99.99,
04/25/2014 12:30,99.99,0.82,1.50,61.27,100.00,72.13,65.43,56.00,1,1,12450.08,99.99,
04/25/2014 12:45,99.99,0.77,1.50,61.53,100.00,72.19,65.79,56.00,1,1,12526.65,99.99,
04/25/2014 13:00,99.99,0.74,1.50,62.49,100.00,72.20,66.57,56.00,1,1,12397.50,99.99,
04/25/2014 13:15,99.99,0.71,1.50,63.02,100.00,72.32,67.07,56.00,1,1,12465.32,99.99,
04/25/2014 13:30,99.99,0.65,1.50,64.00,100.00,72.47,68.00,56.00,1,1,12311.60,99.99,
04/25/2014 13:45,99.99,0.66,1.50,64.46,100.00,72.66,68.42,56.00,1,1,12467.90,99.99,
04/25/2014 14:00,99.99,0.63,1.50,64.99,100.00,72.82,68.88,56.00,1,1,12324.29,99.99,
04/25/2014 14:15,99.99,0.64,1.50,65.46,100.00,72.97,69.35,56.00,1,1,12200.09,99.99,
04/25/2014 14:30,99.99,0.63,1.50,65.52,100.00,73.08,69.51,56.00,1,1,12360.05,99.99,
04/25/2014 14:45,99.99,0.59,1.50,66.45,100.00,73.22,70.41,56.00,1,1,12480.03,99.99,
04/25/2014 15:00,99.99,0.56,1.50,66.62,100.00,73.28,70.58,56.00,1,1,12570.78,99.99,
04/25/2014 15:15,99.99,0.55,1.50,67.00,100.00,73.34,70.79,56.00,1,1,12658.75,99.99,
04/25/2014 15:30,99.99,0.53,1.50,66.92,100.00,73.45,70.89,56.00,1,1,12559.17,99.99,
04/25/2014 15:45,99.99,0.53,1.50,66.99,100.00,73.48,71.04,56.00,1,1,12655.92,99.99,
04/25/2014 16:00,99.99,0.53,1.50,67.11,100.00,73.58,71.22,56.00,1,1,12459.93,99.99,
04/25/2014 16:15,99.99,0.53,1.50,67.23,100.00,73.68,72.72,56.00,1,1,12518.62,99.99,
04/25/2014 16:30,85.18,0.54,1.50,67.02,100.00,73.13,54.21,56.00,1,1,12599.12,99.99,
04/25/2014 16:45,51.10,0.57,1.50,66.92,100.00,72.00,54.31,56.00,1,1,12639.51,99.99,
04/25/2014 17:00,39.99,0.61,1.50,66.13,100.00,71.66,55.29,56.00,1,1,12633.50,99.99,
04/25/2014 17:15,37.66,0.65,1.50,66.27,100.00,71.52,55.79,56.00,1,1,12227.50,99.99,
04/25/2014 17:30,38.96,0.69,1.50,66.92,100.00,71.44,55.95,56.00,1,1,12326.80,99.99,
04/25/2014 17:45,38.00,0.76,1.50,66.63,100.00,71.28,55.98,56.00,1,1,12223.85,99.99,
04/25/2014 18:00,43.48,1.37,1.50,67.54,0,70.90,56.28,56.00,1,1,14654.44,99.99,
04/25/2014 18:15,44.28,1.40,1.50,67.44,0,70.66,56.20,56.00,1,1,15075.89,99.99,
04/25/2014 18:30,41.27,1.59,1.50,67.18,0,70.37,55.85,56.00,1,1,14646.00,98.09,
04/25/2014 18:45,40.38,1.58,1.50,67.01,0,70.20,55.86,56.00,1,1,14584.58,97.88,
04/25/2014 19:00,39.02,1.66,1.50,66.86,0,69.98,56.03,56.00,1,1,13908.67,94.39,
04/25/2014 19:15,34.05,1.80,1.50,66.64,0,69.72,55.65,56.00,1,1,12099.98,88.66,
04/25/2014 19:30,32.17,1.83,1.50,66.46,0,69.56,55.82,56.00,1,1,10704.63,83.57,
04/25/2014 19:45,29.90,1.77,1.50,66.32,0,69.41,55.79,56.00,1,1,9686.50,79.63,
04/25/2014 20:00,27.06,1.61,1.50,66.45,0,69.29,55.74,56.00,1,1,8627.71,77.31,
04/25/2014 20:15,26.72,1.63,1.50,66.53,0,69.27,55.85,56.00,1,1,7824.46,74.94,
04/25/2014 20:30,26.45,1.61,1.50,66.39,0,69.07,55.94,56.00,1,1,7079.42,72.63,
04/25/2014 20:45,27.36,1.69,1.50,66.31,0,68.98,56.06,56.00,1,1,6102.34,69.78,
04/25/2014 21:00,27.42,1.70,1.50,66.31,0,68.97,56.38,56.00,1,1,5181.96,65.87,
04/25/2014 21:15,23.02,1.65,1.50,66.31,0,68.98,55.73,56.00,1,1,4692.92,64.22,
04/25/2014 21:30,27.52,1.60,1.50,66.30,0,68.95,56.54,56.00,1,1,4312.56,61.92,
04/25/2014 21:45,99.99,1.41,1.50,64.28,100.00,69.59,67.65,56.00,1,1,4034.32,64.46,
04/25/2014 22:00,99.99,1.44,1.50,61.58,100.00,69.96,64.48,56.00,1,1,3761.64,65.00,
04/25/2014 22:15,0,0,1.50,62.69,0,70.96,65.78,56.00,0,0,0,0,
04/25/2014 22:30,0,0,1.50,63.37,0,71.58,67.20,56.00,0,0,0,0,
04/25/2014 22:45,0,0,1.50,63.76,0,71.90,68.12,56.00,0,0,0,0,
04/25/2014 23:00,0,0,1.50,64.08,0,72.13,68.72,56.00,0,0,0,0,
04/25/2014 23:15,0,0,1.50,64.31,0,72.24,69.11,56.00,0,0,0,0,
04/25/2014 23:30,0,0,1.50,64.51,0,72.31,69.37,56.00,0,0,0,0,
04/25/2014 23:45,0,0,1.50,64.69,0,72.33,69.51,56.00,0,0,0,0,
04/26/2014 00:00,0,0,1.50,64.84,0,72.29,69.51,56.00,0,0,0,0,
04/26/2014 00:15,0,0,1.50,65.04,0,72.29,69.56,56.00,0,0,0,0,
04/26/2014 00:30,0,0,1.50,65.16,0,72.27,69.56,56.00,0,0,0,0,
04/26/2014 00:45,0,0,1.50,65.33,0,72.24,69.57,56.00,0,0,0,0,
04/26/2014 01:00,0,0,1.50,65.44,0,72.21,69.61,56.00,0,0,0,0,
04/26/2014 01:15,0,0,1.50,65.54,0,72.20,69.61,56.00,0,0,0,0,
04/26/2014 01:30,0,0,1.50,65.69,0,72.19,69.64,56.00,0,0,0,0,
04/26/2014 01:45,0,0,1.50,65.78,0,72.13,69.64,56.00,0,0,0,0,
04/26/2014 02:00,0,0,1.50,65.92,0,72.12,69.64,56.00,0,0,0,0,
04/26/2014 02:15,0,0,1.50,65.98,0,72.05,69.50,56.00,0,0,0,0,
04/26/2014 02:30,0,0,1.50,66.15,0,72.08,69.56,56.00,0,0,0,0,
04/26/2014 02:45,0,0,1.50,66.30,0,72.11,69.64,56.00,0,0,0,0,
04/26/2014 03:00,0,0,1.50,66.36,0,72.08,69.63,56.00,0,0,0,0,
04/26/2014 03:15,0,0,1.50,66.46,0,72.10,69.65,56.00,0,0,0,0,
04/26/2014 03:30,0,0,1.50,66.60,0,72.07,69.63,56.00,0,0,0,0,
04/26/2014 03:45,0,0,1.50,66.84,0,71.13,69.92,56.00,0,0,0,0,
04/26/2014 04:00,0,0,1.50,66.92,0,71.73,70.09,56.00,0,0,0,0,
04/26/2014 04:15,0,0,1.50,66.92,0,70.70,70.16,56.00,0,0,0,0,
04/26/2014 04:30,0,0,1.50,66.93,0,72.26,70.33,56.00,0,0,0,0,
04/26/2014 04:45,0,0,1.50,67.01,0,72.42,70.54,56.00,0,0,0,0,
04/26/2014 05:00,0,0,1.50,67.08,0,72.36,70.73,56.00,0,0,0,0,
04/26/2014 05:15,0,0,1.50,67.23,0,72.36,70.91,56.00,0,0,0,0,
04/26/2014 05:30,0,0,1.50,67.37,0,72.45,71.07,56.00,0,0,0,0,
04/26/2014 05:45,0,0,1.50,67.39,0,72.36,71.09,56.00,0,0,0,0,
04/26/2014 06:00,0,0,1.50,67.45,0,72.29,71.25,56.00,0,0,0,0,
04/26/2014 06:15,0,1.13,1.50,53.94,77.06,74.70,57.39,56.00,1,1,5252.22,63.00,
04/26/2014 06:30,0,1.27,1.50,53.92,76.08,75.44,57.22,56.00,1,1,5734.45,66.01,
04/26/2014 06:45,0,1.25,1.50,53.84,74.77,76.03,57.35,56.00,1,1,6618.69,69.38,
04/26/2014 07:00,0,1.39,1.50,54.01,74.21,75.42,57.43,56.00,1,1,6818.29,71.57,
04/26/2014 07:15,0,1.36,1.50,53.94,74.31,74.53,57.45,56.00,1,1,7740.31,74.48,
04/26/2014 07:30,0,1.48,1.50,53.94,74.71,73.58,57.46,56.00,1,1,7166.98,75.11,
04/26/2014 07:45,0,1.46,1.50,54.08,75.79,72.97,57.60,56.00,1,1,7347.88,75.52,
04/26/2014 08:00,0,1.48,1.50,53.99,74.89,72.43,57.54,56.00,1,1,7790.73,76.87,
