TT,CCV1,DSP,DSPSP,MAT,OAD,RAT,PHV1,SAT,SCH,SFS,SupCFM,SupVFD1,SATSP,
02/21/2014 17:15,0,1.48,1.50,54.07,53.51,75.77,0,57.68,1,1,8621.36,49.77,57.00,
02/21/2014 17:30,0,1.50,1.50,55.35,55.50,75.78,0,57.85,1,1,7642.63,49.24,57.00,
02/21/2014 17:45,0,1.52,1.50,54.12,52.15,75.88,0,57.51,1,1,6493.63,48.77,57.00,
02/21/2014 18:00,0,1.53,1.50,54.12,52.90,75.89,0,57.53,1,1,5744.48,48.07,57.00,
02/21/2014 18:15,0,1.52,1.50,55.28,55.47,75.90,0,57.89,1,1,5722.96,47.90,57.00,
02/21/2014 18:30,0,1.52,1.50,54.72,54.41,75.93,0,57.94,1,1,5430.22,47.99,57.00,
02/21/2014 18:45,0,1.50,1.50,54.42,54.76,75.96,0,57.86,1,1,6100.48,48.16,57.00,
02/21/2014 19:00,0,1.49,1.50,54.90,55.41,75.99,0,57.91,1,1,5470.06,47.81,57.00,
02/21/2014 19:15,0,1.51,1.50,55.34,54.81,76.00,0,57.63,1,1,5315.72,47.76,57.00,
02/21/2014 19:30,0,1.49,1.50,54.49,53.60,76.03,0,57.73,1,1,6367.93,47.99,57.00,
02/21/2014 19:45,0,1.52,1.50,54.77,51.42,75.89,0,57.45,1,1,5324.34,47.71,57.00,
02/21/2014 20:00,0,1.50,1.50,54.83,53.31,76.01,0,58.07,1,1,5840.05,48.00,57.00,
02/21/2014 20:15,0,1.47,1.50,55.01,54.99,75.94,0,57.83,1,1,6986.89,47.97,57.00,
02/21/2014 20:30,0,1.51,1.50,54.79,53.58,75.99,0,57.60,1,1,5363.06,47.38,57.00,
02/21/2014 20:45,0,1.51,1.50,54.45,50.49,75.87,0,57.29,1,1,6191.88,47.88,57.00,
02/21/2014 21:00,0,1.51,1.50,54.77,51.79,75.83,0,57.94,1,1,5166.62,47.64,57.00,
02/21/2014 21:15,0,1.50,1.50,55.72,55.69,75.86,0,58.21,1,1,5925.19,47.95,57.00,
02/21/2014 21:30,0,1.51,1.50,56.31,56.73,75.77,0,58.11,1,1,5070.12,47.90,57.00,
02/21/2014 21:45,0,1.51,1.50,54.59,53.10,75.78,0,57.85,1,1,5697.03,47.72,57.00,
02/21/2014 22:00,0,1.51,1.50,55.33,53.25,75.75,0,57.83,1,1,5861.71,47.99,57.00,
02/21/2014 22:15,0,1.50,1.50,54.34,51.42,75.77,0,57.76,1,1,6030.54,47.88,57.00,
02/21/2014 22:30,0,1.50,1.50,55.98,56.52,75.84,0,57.95,1,1,5935.37,47.90,57.00,
02/21/2014 22:45,0,0,1.50,92.71,0,76.74,100.00,61.09,0,0,0,0,57.00,
02/21/2014 23:00,0,0,1.50,103.92,0,80.25,100.00,67.77,0,0,0,0,57.00,
02/21/2014 23:15,0,0,1.50,109.53,0,81.61,100.00,74.28,0,0,0,0,57.00,
02/21/2014 23:30,0,0,1.50,110.24,0,81.22,100.00,81.08,0,0,0,0,57.00,
02/21/2014 23:45,0,0,1.50,111.18,0,79.62,100.00,86.53,0,0,0,0,57.00,
02/22/2014 00:00,0,0,1.50,111.81,0,77.90,100.00,91.00,0,0,0,0,57.00,
02/22/2014 00:15,0,0,1.50,111.23,0,74.76,100.00,93.78,0,0,0,0,57.00,
02/22/2014 00:30,0,0,1.50,109.82,0,72.34,100.00,98.76,0,0,0,0,57.00,
02/22/2014 00:45,0,0,1.50,107.64,0,71.13,100.00,104.30,0,0,0,0,57.00,
02/22/2014 01:00,0,0,1.50,103.85,0,69.95,100.00,107.29,0,0,0,0,57.00,
02/22/2014 01:15,0,0,1.50,102.57,0,69.63,100.00,111.65,0,0,0,0,57.00,
02/22/2014 01:30,0,0,1.50,98.88,0,69.00,100.00,118.24,0,0,0,0,57.00,
02/22/2014 01:45,0,0,1.50,98.28,0,68.67,100.00,121.86,0,0,0,0,57.00,
02/22/2014 02:00,0,0,1.50,97.40,0,69.20,100.00,125.84,0,0,0,0,57.00,
02/22/2014 02:15,0,0,1.50,96.07,0,68.44,100.00,129.04,0,0,0,0,57.00,
02/22/2014 02:30,0,0,1.50,95.35,0,68.90,100.00,131.47,0,0,0,0,57.00,
02/22/2014 02:45,0,0,1.50,92.96,0,68.82,100.00,132.87,0,0,0,0,57.00,
02/22/2014 03:00,0,0,1.50,92.97,0,68.91,100.00,133.75,0,0,0,0,57.00,
02/22/2014 03:15,0,0,1.50,92.78,0,69.19,100.00,134.78,0,0,0,0,57.00,
02/22/2014 03:30,0,0,1.50,91.09,0,70.44,100.00,135.34,0,0,0,0,57.00,
02/22/2014 03:45,0,0,1.50,91.44,0,70.98,100.00,135.92,0,0,0,0,57.00,
02/22/2014 04:00,0,0,1.50,90.72,0,70.47,100.00,136.40,0,0,0,0,57.00,
02/22/2014 04:15,0,0,1.50,90.05,0,69.49,100.00,136.68,0,0,0,0,57.00,
02/22/2014 04:30,0,0,1.50,90.14,0,69.42,100.00,137.01,0,0,0,0,57.00,
02/22/2014 04:45,0,0,1.50,88.99,0,68.97,100.00,136.83,0,0,0,0,57.00,
02/22/2014 05:00,0,0,1.50,90.08,0,70.79,100.00,137.13,0,0,0,0,57.00,
02/22/2014 05:15,0,0,1.50,89.90,0,70.31,100.00,137.28,0,0,0,0,57.00,
02/22/2014 05:30,0,0,1.50,89.86,0,71.88,100.00,137.32,0,0,0,0,57.00,
02/22/2014 05:45,0,1.14,1.50,57.11,32.75,78.19,0,61.62,1,1,26051.37,74.65,57.00,
02/22/2014 06:00,0,1.48,1.50,55.40,35.30,76.74,0,56.46,1,1,25675.24,77.14,57.00,
02/22/2014 06:15,0,1.69,1.50,55.21,37.01,75.77,0,56.53,1,1,20444.54,70.24,57.00,
02/22/2014 06:30,0,1.68,1.50,55.06,38.43,75.48,0,57.25,1,1,16693.23,63.86,57.00,
02/22/2014 06:45,0,1.63,1.50,55.28,41.72,75.54,0,57.82,1,1,13693.36,58.27,57.00,
02/22/2014 07:00,0,1.58,1.50,55.84,45.78,75.76,0,58.17,1,1,11169.62,54.45,57.00,
02/22/2014 07:15,0,1.58,1.50,55.39,46.41,75.92,0,57.86,1,1,9141.86,51.83,57.00,
02/22/2014 07:30,0,1.53,1.50,54.49,48.17,76.17,0,58.25,1,1,8094.67,50.23,57.00,
02/22/2014 07:45,0,1.52,1.50,56.34,52.12,76.20,0,58.47,1,1,7653.95,49.70,57.00,
02/22/2014 08:00,0,1.50,1.50,54.35,49.25,76.33,0,58.51,1,1,7424.29,49.23,57.00,
02/22/2014 08:15,0,1.51,1.50,54.35,48.76,76.29,0,58.30,1,1,6955.76,48.59,57.00,
02/22/2014 08:30,0,1.51,1.50,55.75,53.40,76.21,0,58.99,1,1,6479.63,48.39,57.00,
02/22/2014 08:45,0,1.51,1.50,55.55,54.61,76.29,0,58.68,1,1,5332.41,48.06,57.00,
02/22/2014 09:00,0,1.51,1.50,54.94,53.41,76.23,0,58.24,1,1,5274.96,47.89,57.00,
02/22/2014 09:15,0,1.51,1.50,55.65,56.25,76.22,0,58.58,1,1,5424.16,47.51,57.00,
02/22/2014 09:30,0,1.49,1.50,54.97,56.21,76.25,0,58.25,1,1,5577.32,47.61,57.00,
02/22/2014 09:45,0,1.49,1.50,54.26,53.97,76.14,0,57.58,1,1,5227.62,47.16,57.00,
02/22/2014 10:00,0,1.51,1.50,55.01,54.06,76.17,0,57.59,1,1,5039.82,47.04,57.00,
02/22/2014 10:15,0,1.50,1.50,54.35,53.33,76.15,0,57.75,1,1,4726.37,47.09,57.00,
02/22/2014 10:30,0,1.48,1.50,54.45,54.76,76.08,0,57.80,1,1,5505.19,47.24,57.00,
02/22/2014 10:45,0,1.49,1.50,54.59,52.38,76.11,0,57.61,1,1,6864.92,48.12,57.00,
02/22/2014 11:00,0,1.50,1.50,55.54,53.10,76.01,0,58.27,1,1,6723.62,48.38,57.00,
02/22/2014 11:15,0,1.52,1.50,54.66,51.06,75.94,0,58.41,1,1,6128.07,48.33,57.00,
02/22/2014 11:30,0,1.51,1.50,54.20,52.28,76.03,0,58.69,1,1,6267.35,48.42,57.00,
02/22/2014 11:45,0,1.51,1.50,55.64,55.27,76.00,0,58.46,1,1,5913.56,48.37,57.00,
02/22/2014 12:00,0,1.50,1.50,54.72,52.20,76.02,0,58.02,1,1,6052.68,48.29,57.00,
02/22/2014 12:15,0,1.49,1.50,55.94,56.03,75.97,0,58.53,1,1,6315.25,48.52,57.00,
02/22/2014 12:30,0,1.48,1.50,54.77,55.47,75.93,0,58.34,1,1,6881.47,48.65,57.00,
02/22/2014 12:45,0,1.50,1.50,55.16,57.90,75.90,0,58.14,1,1,6847.31,48.69,57.00,
02/22/2014 13:00,0,1.50,1.50,54.42,54.43,75.86,0,57.27,1,1,6989.83,48.73,57.00,
02/22/2014 13:15,0,1.51,1.50,55.28,56.70,75.89,0,57.86,1,1,6619.62,48.79,57.00,
02/22/2014 13:30,0,1.49,1.50,55.30,58.05,75.90,0,57.97,1,1,6931.57,48.67,57.00,
02/22/2014 13:45,0,1.49,1.50,54.34,53.94,75.92,0,57.25,1,1,7918.35,49.58,57.00,
02/22/2014 14:00,0,1.45,1.50,55.05,54.49,75.90,0,57.16,1,1,9068.85,50.49,57.00,
02/22/2014 14:15,0,1.52,1.50,55.03,52.97,75.85,0,57.31,1,1,7572.16,49.90,57.00,
02/22/2014 14:30,0,1.50,1.50,54.45,52.97,75.86,0,57.61,1,1,8081.01,50.08,57.00,
02/22/2014 14:45,0,1.51,1.50,54.93,53.75,75.77,0,57.65,1,1,7957.27,49.68,57.00,
02/22/2014 15:00,0,1.50,1.50,54.02,52.99,75.87,0,57.66,1,1,7904.83,49.42,57.00,
02/22/2014 15:15,0,1.51,1.50,54.30,51.94,75.78,0,57.57,1,1,7551.39,49.16,57.00,
02/22/2014 15:30,0,1.51,1.50,56.40,58.12,75.73,0,58.16,1,1,6658.60,48.97,57.00,
02/22/2014 15:45,0,1.51,1.50,54.43,52.12,75.79,0,57.46,1,1,7419.26,49.31,57.00,
02/22/2014 16:00,0,1.49,1.50,55.39,53.84,75.77,0,57.62,1,1,7866.77,49.63,57.00,
02/22/2014 16:15,0,1.49,1.50,54.89,52.34,75.84,0,57.63,1,1,8138.55,49.97,57.00,
02/22/2014 16:30,0,1.52,1.50,54.78,51.88,75.75,0,57.88,1,1,7603.99,49.76,57.00,
02/22/2014 16:45,0,1.48,1.50,54.78,52.34,75.78,0,58.04,1,1,7963.19,49.53,57.00,
02/22/2014 17:00,0,1.51,1.50,55.42,55.81,75.81,0,58.74,1,1,5972.38,48.60,57.00,
02/22/2014 17:15,0,1.52,1.50,55.73,58.97,75.88,0,58.44,1,1,5584.41,48.12,57.00,
02/22/2014 17:30,0,1.52,1.50,55.45,57.22,75.84,0,57.81,1,1,4838.71,47.65,57.00,
02/22/2014 17:45,0,1.51,1.50,55.16,57.11,75.92,0,57.71,1,1,4679.43,47.25,57.00,
02/22/2014 18:00,0,1.52,1.50,55.23,58.65,75.90,0,57.57,1,1,2810.84,46.58,57.00,
02/22/2014 18:15,0,1.49,1.50,55.80,60.18,75.83,0,57.66,1,1,3353.42,46.76,57.00,
02/22/2014 18:30,0,1.50,1.50,54.07,56.23,75.76,0,57.56,1,1,3524.75,46.65,57.00,
02/22/2014 18:45,0,1.50,1.50,54.00,54.44,75.87,0,56.99,1,1,3705.14,46.58,57.00,
02/22/2014 19:00,0,1.50,1.50,55.70,59.76,75.82,0,57.41,1,1,548.18,46.26,57.00,
02/22/2014 19:15,0,1.52,1.50,55.54,58.40,75.74,0,57.32,1,1,2412.02,46.42,57.00,
02/22/2014 19:30,0,1.47,1.50,53.87,51.58,75.78,0,56.92,1,1,5759.33,47.25,57.00,
02/22/2014 19:45,0,1.48,1.50,55.07,53.60,75.82,0,57.96,1,1,5761.72,47.75,57.00,
02/22/2014 20:00,0,1.52,1.50,55.22,53.83,75.71,0,58.07,1,1,4735.53,47.44,57.00,
02/22/2014 20:15,0,1.52,1.50,54.78,52.99,75.68,0,57.73,1,1,4585.20,47.29,57.00,
02/22/2014 20:30,0,1.51,1.50,54.41,52.95,75.71,0,57.77,1,1,4908.28,47.25,57.00,
02/22/2014 20:45,0,1.49,1.50,55.19,55.26,75.68,0,57.85,1,1,5398.62,47.10,57.00,
02/22/2014 21:00,0,1.49,1.50,54.62,53.61,75.76,0,57.36,1,1,4660.31,46.82,57.00,
02/22/2014 21:15,0,1.51,1.50,55.58,56.19,75.70,0,57.69,1,1,3358.43,46.58,57.00,
02/22/2014 21:30,0,1.52,1.50,54.86,55.38,75.71,0,57.40,1,1,2439.04,46.34,57.00,
02/22/2014 21:45,0,1.52,1.50,55.51,56.93,75.64,0,57.39,1,1,1939.68,46.22,57.00,
02/22/2014 22:00,0,1.50,1.50,55.95,59.49,75.66,0,57.65,1,1,3036.53,46.35,57.00,
02/22/2014 22:15,0,1.49,1.50,54.43,54.61,75.61,0,57.18,1,1,3344.42,46.35,57.00,
02/22/2014 22:30,0,1.51,1.50,54.42,54.09,75.55,0,57.30,1,1,2889.39,46.15,57.00,
02/22/2014 22:45,0,1.47,1.50,55.14,55.28,75.60,0,57.43,1,1,3183.98,46.31,57.00,
02/22/2014 23:00,0,1.51,1.50,54.83,53.36,75.63,0,57.20,1,1,2935.08,46.13,57.00,
02/22/2014 23:15,0,1.50,1.50,54.47,53.42,75.59,0,57.49,1,1,3386.14,46.22,57.00,
02/22/2014 23:30,0,1.50,1.50,54.62,52.38,75.61,0,57.15,1,1,3654.25,46.40,57.00,
02/22/2014 23:45,0,1.51,1.50,55.41,55.74,75.61,0,57.60,1,1,3221.34,46.22,57.00,
02/23/2014 00:00,0,1.51,1.50,54.69,52.99,75.57,0,57.20,1,1,3093.25,46.22,57.00,
02/23/2014 00:15,0,1.52,1.50,55.69,55.00,75.54,0,57.54,1,1,2969.07,46.22,57.00,
02/23/2014 00:30,0,1.51,1.50,54.20,52.32,75.51,0,57.45,1,1,2825.88,46.17,57.00,
02/23/2014 00:45,0,1.49,1.50,54.78,52.02,75.52,0,57.48,1,1,4393.19,46.44,57.00,
02/23/2014 01:00,0,1.51,1.50,54.87,51.88,75.48,0,57.65,1,1,3444.14,46.24,57.00,
02/23/2014 01:15,0,1.51,1.50,54.49,49.78,75.46,0,57.49,1,1,3459.03,46.31,57.00,
02/23/2014 01:30,0,1.51,1.50,54.94,49.32,75.42,0,57.59,1,1,2812.05,46.42,57.00,
02/23/2014 01:45,0,0,1.50,94.30,0,76.96,100.00,61.37,0,0,0,0,57.00,
02/23/2014 02:00,0,0,1.50,103.82,0,82.53,100.00,67.84,0,0,0,0,57.00,
02/23/2014 02:15,0,0,1.50,105.92,0,83.05,100.00,74.89,0,0,0,0,57.00,
02/23/2014 02:30,0,0,1.50,107.74,0,82.45,100.00,81.15,0,0,0,0,57.00,
02/23/2014 02:45,0,0,1.50,107.68,0,80.42,100.00,85.94,0,0,0,0,57.00,
02/23/2014 03:00,0,0,1.50,108.01,0,78.15,100.00,90.20,0,0,0,0,57.00,
02/23/2014 03:15,0,0,1.50,109.23,0,76.58,100.00,92.93,0,0,0,0,57.00,
02/23/2014 03:30,0,0,1.50,106.66,0,73.76,100.00,97.40,0,0,0,0,57.00,
02/23/2014 03:45,0,0,1.50,104.60,0,71.84,100.00,103.87,0,0,0,0,57.00,
02/23/2014 04:00,0,0,1.50,101.14,0,70.93,100.00,107.72,0,0,0,0,57.00,
02/23/2014 04:15,0,0,1.50,98.44,0,70.31,100.00,113.76,0,0,0,0,57.00,
02/23/2014 04:30,0,0,1.50,96.83,0,70.15,100.00,118.38,0,0,0,0,57.00,
02/23/2014 04:45,0,0,1.50,95.36,0,70.17,100.00,121.84,0,0,0,0,57.00,
02/23/2014 05:00,0,0,1.50,95.13,0,70.72,100.00,124.92,0,0,0,0,57.00,
02/23/2014 05:15,0,0,1.50,93.37,0,69.86,100.00,127.85,0,0,0,0,57.00,
02/23/2014 05:30,0,0,1.50,92.97,0,70.60,100.00,129.58,0,0,0,0,57.00,
02/23/2014 05:45,0,1.16,1.50,56.23,25.35,77.56,0,61.00,1,1,24130.56,70.89,57.00,
02/23/2014 06:00,0,1.65,1.50,56.34,33.01,76.65,0,58.64,1,1,18377.22,65.86,57.00,
02/23/2014 06:15,0,1.65,1.50,55.75,36.58,76.17,0,57.79,1,1,14560.22,59.24,57.00,
02/23/2014 06:30,0,1.62,1.50,55.92,39.86,75.89,0,57.71,1,1,11827.37,55.17,57.00,
02/23/2014 06:45,0,1.58,1.50,56.34,42.78,75.81,0,57.62,1,1,9930.57,52.25,57.00,
02/23/2014 07:00,0,1.53,1.50,54.78,42.97,75.90,0,58.29,1,1,9037.09,50.53,57.00,
02/23/2014 07:15,0,1.53,1.50,55.49,46.88,75.89,0,58.93,1,1,7325.33,48.97,57.00,
02/23/2014 07:30,0,1.52,1.50,54.90,47.19,75.91,0,58.62,1,1,6375.57,48.22,57.00,
02/23/2014 07:45,0,1.52,1.50,55.02,48.58,75.78,0,58.73,1,1,6035.40,47.72,57.00,
02/23/2014 08:00,0,1.51,1.50,56.35,52.72,75.77,0,58.94,1,1,5550.89,47.61,57.00,
02/23/2014 08:15,0,1.51,1.50,56.03,53.33,75.90,0,58.98,1,1,4516.26,46.94,57.00,
02/23/2014 08:30,0,1.50,1.50,54.01,51.06,75.87,0,58.48,1,1,4874.45,47.09,57.00,
02/23/2014 08:45,0,1.49,1.50,54.74,49.99,75.85,0,57.92,1,1,5235.76,46.98,57.00,
02/23/2014 09:00,0,1.49,1.50,55.55,52.13,75.78,0,58.72,1,1,5376.91,47.00,57.00,
02/23/2014 09:15,0,1.49,1.50,54.63,46.79,75.83,0,57.65,1,1,7167.56,48.17,57.00,
02/23/2014 09:30,0,1.49,1.50,54.28,43.85,75.86,0,57.76,1,1,7225.27,48.65,57.00,
02/23/2014 09:45,0,1.50,1.50,56.99,49.24,75.73,0,58.69,1,1,7498.64,49.06,57.00,
02/23/2014 10:00,0,1.48,1.50,55.60,47.43,75.74,0,58.57,1,1,7875.89,49.41,57.00,
02/23/2014 10:15,0,1.49,1.50,54.82,45.84,75.77,0,58.50,1,1,7665.50,49.33,57.00,
02/23/2014 10:30,0,1.51,1.50,55.16,47.81,75.68,0,58.70,1,1,7486.52,49.13,57.00,
02/23/2014 10:45,0,1.50,1.50,54.06,45.40,75.70,0,58.07,1,1,7927.98,48.99,57.00,
02/23/2014 11:00,0,1.50,1.50,54.50,47.53,75.60,0,58.60,1,1,7436.43,48.81,57.00,
02/23/2014 11:15,0,1.51,1.50,54.52,47.55,75.60,0,58.26,1,1,7763.76,48.84,57.00,
02/23/2014 11:30,0,1.51,1.50,56.08,50.88,75.63,0,58.38,1,1,6384.68,48.58,57.00,
02/23/2014 11:45,0,1.50,1.50,54.84,47.63,75.56,0,58.06,1,1,7425.09,48.90,57.00,
02/23/2014 12:00,0,1.52,1.50,54.47,47.94,75.58,0,58.45,1,1,6753.75,48.57,57.00,
02/23/2014 12:15,0,1.51,1.50,54.49,48.43,75.61,0,58.35,1,1,6759.53,48.47,57.00,
02/23/2014 12:30,0,1.50,1.50,55.38,51.31,75.58,0,58.65,1,1,6759.83,48.48,57.00,
02/23/2014 12:45,0,1.48,1.50,55.59,52.62,75.64,0,58.51,1,1,7235.73,48.78,57.00,
02/23/2014 13:00,0,1.49,1.50,54.56,49.63,75.60,0,58.33,1,1,6979.21,48.32,57.00,
02/23/2014 13:15,0,1.45,1.50,54.77,50.02,75.65,0,58.12,1,1,8177.54,49.43,57.00,
02/23/2014 13:30,0,1.49,1.50,55.20,49.76,75.68,0,58.04,1,1,7882.44,49.36,57.00,
02/23/2014 13:45,0,1.49,1.50,53.92,48.86,75.62,0,58.33,1,1,7361.05,49.40,57.00,
02/23/2014 14:00,0,1.50,1.50,54.40,50.49,75.61,0,58.26,1,1,7836.26,49.31,57.00,
02/23/2014 14:15,0,1.50,1.50,55.36,53.04,75.62,0,58.34,1,1,8078.26,49.38,57.00,
02/23/2014 14:30,0,1.53,1.50,54.56,49.97,75.57,0,58.01,1,1,7184.16,49.08,57.00,
02/23/2014 14:45,0,1.48,1.50,55.13,48.96,75.53,0,57.64,1,1,8160.36,49.47,57.00,
02/23/2014 15:00,0,1.52,1.50,55.31,50.85,75.51,0,58.33,1,1,6976.19,48.66,57.00,
02/23/2014 15:15,0,1.50,1.50,55.21,52.26,75.49,0,58.51,1,1,7235.01,48.78,57.00,
02/23/2014 15:30,0,1.51,1.50,55.20,53.30,75.53,0,58.62,1,1,7114.18,48.59,57.00,
02/23/2014 15:45,0,1.51,1.50,54.43,49.47,75.53,0,57.99,1,1,7379.41,48.48,57.00,
02/23/2014 16:00,0,1.50,1.50,55.17,50.97,75.51,0,58.20,1,1,6963.72,48.49,57.00,
02/23/2014 16:15,0,1.50,1.50,54.59,51.30,75.61,0,58.44,1,1,7010.70,48.38,57.00,
02/23/2014 16:30,0,1.49,1.50,54.06,48.74,75.56,0,58.09,1,1,7394.36,48.50,57.00,
02/23/2014 16:45,0,1.52,1.50,55.51,51.56,75.60,0,58.13,1,1,6582.50,48.26,57.00,
02/23/2014 17:00,0,1.50,1.50,54.63,50.33,75.50,0,58.32,1,1,7267.56,48.33,57.00,
02/23/2014 17:15,0,1.50,1.50,54.22,49.31,75.55,0,58.18,1,1,7345.07,48.34,57.00,
02/23/2014 17:30,0,1.52,1.50,54.18,49.20,75.59,0,58.30,1,1,5866.19,48.02,57.00,
02/23/2014 17:45,0,0,1.50,94.09,0,76.75,100.00,61.46,0,0,0,0,57.00,
02/23/2014 18:00,0,0,1.50,104.64,0,80.41,100.00,68.16,0,0,0,0,57.00,
02/23/2014 18:15,0,0,1.50,108.05,0,79.19,100.00,76.24,0,0,0,0,57.00,
02/23/2014 18:30,0,0,1.50,108.98,0,77.57,100.00,82.40,0,0,0,0,57.00,
02/23/2014 18:45,0,0,1.50,109.00,0,73.85,100.00,87.54,0,0,0,0,57.00,
02/23/2014 19:00,0,0,1.50,109.06,0,72.45,100.00,90.59,0,0,0,0,57.00,
02/23/2014 19:15,0,0,1.50,106.29,0,69.79,100.00,94.58,0,0,0,0,57.00,
02/23/2014 19:30,0,0,1.50,101.97,0,68.69,100.00,102.06,0,0,0,0,57.00,
02/23/2014 19:45,0,0,1.50,98.00,0,68.12,100.00,110.02,0,0,0,0,57.00,
02/23/2014 20:00,0,0,1.50,94.86,0,67.85,100.00,115.70,0,0,0,0,57.00,
02/23/2014 20:15,0,0,1.50,92.52,0,67.35,100.00,121.24,0,0,0,0,57.00,
02/23/2014 20:30,0,0,1.50,92.12,0,68.36,100.00,125.50,0,0,0,0,57.00,
02/23/2014 20:45,0,0,1.50,89.12,0,67.85,100.00,127.86,0,0,0,0,57.00,
02/23/2014 21:00,0,0,1.50,89.33,0,67.85,100.00,130.28,0,0,0,0,57.00,
02/23/2014 21:15,0,0,1.50,88.46,0,68.40,100.00,131.72,0,0,0,0,57.00,
02/23/2014 21:30,0,0,1.50,87.77,0,68.72,100.00,132.72,0,0,0,0,57.00,
02/23/2014 21:45,0,0,1.50,89.91,0,70.67,100.00,133.65,0,0,0,0,57.00,
02/23/2014 22:00,0,0,1.50,86.51,0,69.20,100.00,134.49,0,0,0,0,57.00,
02/23/2014 22:15,0,0,1.50,87.45,0,69.65,100.00,134.96,0,0,0,0,57.00,
02/23/2014 22:30,0,0,1.50,86.83,0,68.77,100.00,135.18,0,0,0,0,57.00,
02/23/2014 22:45,0,0,1.50,86.16,0,68.47,100.00,135.59,0,0,0,0,57.00,
02/23/2014 23:00,0,0,1.50,86.60,0,68.98,100.00,135.48,0,0,0,0,57.00,
02/23/2014 23:15,0,0,1.50,85.23,0,67.78,100.00,135.50,0,0,0,0,57.00,
02/23/2014 23:30,0,0,1.50,85.56,0,67.97,100.00,135.65,0,0,0,0,57.00,
02/23/2014 23:45,0,0,1.50,87.51,0,70.91,100.00,135.96,0,0,0,0,57.00,
02/24/2014 00:00,0,0,1.50,87.25,0,70.40,100.00,136.23,0,0,0,0,57.00,
02/24/2014 00:15,0,0,1.50,85.93,0,69.02,100.00,136.11,0,0,0,0,57.00,
02/24/2014 00:30,0,0,1.50,86.23,0,69.64,100.00,135.96,0,0,0,0,57.00,
02/24/2014 00:45,0,0,1.50,85.69,0,68.43,100.00,135.86,0,0,0,0,57.00,
02/24/2014 01:00,0,0,1.50,88.17,0,71.25,100.00,135.66,0,0,0,0,57.00,
02/24/2014 01:15,0,0,1.50,88.53,0,71.99,100.00,135.84,0,0,0,0,57.00,
02/24/2014 01:30,0,0,1.50,88.75,0,72.60,100.00,135.77,0,0,0,0,57.00,
02/24/2014 01:45,0,0,1.50,88.61,0,72.98,100.00,135.60,0,0,0,0,57.00,
02/24/2014 02:00,0,0,1.50,88.75,0,72.99,100.00,135.97,0,0,0,0,57.00,
02/24/2014 02:15,0,0,1.50,88.95,0,73.59,100.00,135.68,0,0,0,0,57.00,
02/24/2014 02:30,0,0,1.50,89.90,0,74.35,100.00,135.67,0,0,0,0,57.00,
02/24/2014 02:45,0,0,1.50,89.77,0,73.73,100.00,135.67,0,0,0,0,57.00,
02/24/2014 03:00,0,0,1.50,88.97,0,72.85,100.00,135.64,0,0,0,0,57.00,
02/24/2014 03:15,0,0,1.50,88.37,0,73.02,100.00,135.94,0,0,0,0,57.00,
02/24/2014 03:30,0,0,1.50,85.88,0,70.15,100.00,135.64,0,0,0,0,57.00,
02/24/2014 03:45,0,0,1.50,86.89,0,71.28,100.00,135.69,0,0,0,0,57.00,
02/24/2014 04:00,0,0,1.50,86.28,0,70.49,100.00,135.94,0,0,0,0,57.00,
02/24/2014 04:15,0,0,1.50,86.60,0,70.54,100.00,135.69,0,0,0,0,57.00,
02/24/2014 04:30,0,0,1.50,88.67,0,72.77,100.00,135.48,0,0,0,0,57.00,
02/24/2014 04:45,0,0,1.50,88.90,0,73.44,100.00,136.02,0,0,0,0,57.00,
02/24/2014 05:00,0,0,1.50,88.22,0,73.46,100.00,135.80,0,0,0,0,57.00,
02/24/2014 05:15,0,0,1.50,89.13,0,73.77,100.00,135.71,0,0,0,0,57.00,
02/24/2014 05:30,0,0,1.50,88.51,0,73.98,100.00,135.96,0,0,0,0,57.00,
02/24/2014 05:45,0,0,1.50,88.91,0,74.08,100.00,135.78,0,0,0,0,57.00,
02/24/2014 06:00,0,0,1.50,87.71,0,74.25,100.00,136.09,0,0,0,0,57.00,
02/24/2014 06:15,0,1.11,1.50,55.54,18.17,78.71,0,59.37,1,1,27328.91,76.67,57.00,
02/24/2014 06:30,0,1.55,1.50,55.12,17.58,77.25,0,57.16,1,1,25212.85,76.85,57.00,
02/24/2014 06:45,0,1.65,1.50,55.96,24.20,76.52,0,58.65,1,1,21058.78,70.00,57.00,
02/24/2014 07:00,0,1.66,1.50,55.80,28.22,76.23,0,58.25,1,1,17874.61,64.93,57.00,
02/24/2014 07:15,0,1.61,1.50,55.57,31.10,76.07,0,58.02,1,1,15663.49,60.38,57.00,
02/24/2014 07:30,0,1.59,1.50,55.91,34.83,76.07,0,57.76,1,1,13485.00,56.51,57.00,
02/24/2014 07:45,0,1.58,1.50,54.01,28.97,76.19,0,56.54,1,1,11866.20,53.58,57.00,
02/24/2014 08:00,0,1.51,1.50,55.18,30.22,76.20,0,57.08,1,1,11501.76,52.31,57.00,
02/24/2014 08:15,0,1.51,1.50,54.92,30.14,76.20,0,57.40,1,1,11185.26,51.87,57.00,
02/24/2014 08:30,0,1.53,1.50,55.93,36.79,76.24,0,57.73,1,1,9901.31,50.92,57.00,
02/24/2014 08:45,0,1.51,1.50,55.71,38.56,76.33,0,57.70,1,1,10037.49,50.94,57.00,
02/24/2014 09:00,0,1.50,1.50,55.12,39.06,76.34,0,57.28,1,1,10388.95,51.06,57.00,
